"","Fold Change","log2(FC)"
"205.3_545.4162m/z",1.2322,0.30125
"509.75_624.629m/z",1.2322,0.30125
"353.59_521.5127m/z",0.81161,-0.30114
"126.02_497.3435m/z",0.81166,-0.30105
"264.5_377.2837m/z",0.81169,-0.301
"302.6_494.3441m/z",1.232,0.30099
"410.05_843.5708m/z",1.2319,0.30088
"329.86_795.5395m/z",0.81184,-0.30073
"390.2_779.6028m/z",1.2317,0.30069
"496.17_871.701m/z",1.2317,0.30065
"351.54_718.5938m/z",1.2317,0.3006
"533.02_672.627m/z",0.81196,-0.30051
"660.78_909.7903m/z",0.81196,-0.30051
"393.4_746.6242m/z",1.2315,0.30045
"496.28_1130.5986m/z",0.81208,-0.3003
"387.01_821.5989m/z",0.81213,-0.30023
"354.05_552.4324m/z",0.81221,-0.30007
"357.7_1518.143m/z",1.2312,0.30007
"352.91_629.5506m/z",0.81223,-0.30003
"323.7_412.7637m/z",0.81236,-0.2998
"351.77_535.527m/z",1.231,0.2998
"427.05_782.6234m/z",0.81238,-0.29977
"660.78_911.797m/z",0.81239,-0.29976
"386.1_1553.1769m/z",0.81239,-0.29975
"357.47_1519.1482m/z",1.2309,0.29973
"605.34_365.3203m/z",1.2309,0.29971
"357.93_780.5542m/z",1.2308,0.29962
"PE(18:0/16:0)",0.81252,-0.29953
"102.86_501.2811m/z",0.81254,-0.29949
"302.6_516.4776m/z",1.2307,0.29948
"398.19_1572.6758m/z",1.2305,0.29926
"82.79_258.1534m/z",0.81275,-0.29912
"398.19_809.5905m/z",1.2304,0.29908
"81.65_471.2136m/z",0.81278,-0.29907
"106.06_184.0741m/z",0.81279,-0.29905
"379.48_520.3405m/z",1.2302,0.29884
"401.16_750.5451m/z",0.81299,-0.29869
"509.06_630.6188m/z",0.81301,-0.29866
"491.72_879.7051m/z",1.2299,0.29854
"635.91_870.751m/z",0.81308,-0.29853
"325.3_409.3467m/z",0.81308,-0.29852
"631.8_1027.7236m/z",1.2298,0.29848
"328.03_773.533m/z",0.81314,-0.29843
"667.73_923.8042m/z",0.81315,-0.29841
"629.29_578.523m/z",0.81315,-0.2984
"81.87_458.2353m/z",0.81316,-0.29839
"633.63_913.8066m/z",0.81322,-0.29829
"624.05_832.8133m/z",0.81324,-0.29825
"371.27_831.5728m/z",0.81324,-0.29824
"642.52_937.7469m/z",0.81324,-0.29824
"228.34_575.4662m/z",1.2295,0.29804
"608.99_1021.6858m/z",0.81336,-0.29803
"354.5_861.4813m/z",0.81339,-0.29798
"491.95_894.6958m/z",1.2293,0.29784
"470.85_633.6362m/z",1.2293,0.2978
"331.23_1047.6654m/z",1.2292,0.29774
"340.59_698.5575m/z",0.81365,-0.29751
"369.67_1037.4599m/z",0.81367,-0.29749
"464.01_675.5084m/z",0.8137,-0.29743
"627.47_853.7278m/z",0.81371,-0.29741
"636.82_589.5198m/z",0.81374,-0.29736
"72.06_640.1599m/z",1.2288,0.29721
"LPC(0:0/22:6)",0.8139,-0.29708
"373.32_767.5514m/z",1.2287,0.29708
"264.5_382.3215m/z",0.81392,-0.29704
"355.87_831.5736m/z",0.81395,-0.297
"299.41_856.5093m/z",1.2286,0.29697
"293.93_659.5128m/z",0.81397,-0.29695
"347.2_790.557m/z",0.81397,-0.29695
"311.84_385.2645m/z",1.2284,0.29677
"366.48_738.5063m/z",1.2284,0.29673
"268.15_609.469m/z",1.2281,0.29648
"529.37_844.7337m/z",1.2281,0.29644
"96.25_540.3301m/z",0.81427,-0.29642
"353.59_888.5678m/z",1.2281,0.29639
"496.28_1249.5542m/z",0.8143,-0.29636
"222.41_634.5236m/z",1.228,0.29627
"390.2_722.5107m/z",1.2279,0.29625
"609.67_969.7354m/z",0.81444,-0.29612
"334.88_115.9202m/z",0.81452,-0.29597
"81.87_457.2316m/z",0.81457,-0.29589
"627.47_854.7313m/z",0.81462,-0.29581
"491.72_880.7084m/z",1.2276,0.29579
"317.31_648.5085m/z",0.81464,-0.29577
"435.72_431.3828m/z",1.2275,0.29572
"680.28_591.5711m/z",0.81468,-0.29569
"302.6_662.4962m/z",1.2275,0.29569
"627.47_1093.6445m/z",0.81472,-0.29562
"170.97_536.4052m/z",1.2272,0.29539
"629.29_577.519m/z",0.81493,-0.29526
"159.56_511.3959m/z",0.81493,-0.29525
"105.38_571.3593m/z",0.81493,-0.29525
"336.48_1406.1474m/z",0.81498,-0.29517
"459.9_1069.696m/z",0.81511,-0.29494
"314.57_886.5523m/z",0.81512,-0.29491
"H4A1",0.81514,-0.29489
"393.4_821.6266m/z",1.2268,0.29486
"636.14_869.7475m/z",0.81518,-0.2948
"311.84_775.5689m/z",1.2267,0.29474
"424.99_865.6527m/z",0.8153,-0.2946
"302.6_699.5441m/z",1.2265,0.29451
"464.69_779.6599m/z",0.81539,-0.29445
"368.98_978.5229m/z",0.81543,-0.29437
"Cer(d18:1/18:0)",1.2263,0.29436
"661.01_929.7717m/z",0.81544,-0.29434
"436.17_574.5562m/z",1.2262,0.29416
"452.14_802.6793m/z",1.2261,0.29408
"329.18_377.7698m/z",0.81563,-0.29401
"54.62_734.5078m/z",0.81565,-0.29397
"633.85_917.759m/z",0.81567,-0.29395
"356.1_830.5699m/z",0.81576,-0.29379
"126.24_494.3242m/z",0.81578,-0.29375
"369.44_850.5956m/z",0.81579,-0.29373
"379.02_741.5636m/z",1.2258,0.29367
"496.28_1271.5365m/z",0.81583,-0.29366
"191.84_594.4829m/z",1.2257,0.2936
"458.99_796.6789m/z",1.2256,0.29348
"325.07_950.492m/z",0.81594,-0.29346
"112.68_518.3226m/z",0.81596,-0.29342
"376.97_779.5629m/z",1.2255,0.2934
"341.5_552.425m/z",1.2255,0.29334
"302.6_718.5576m/z",1.2254,0.29321
"387.01_820.5975m/z",0.81613,-0.29313
"368.75_1099.484m/z",0.8163,-0.29282
"458.99_797.6816m/z",1.225,0.29282
"124.42_576.2703m/z",1.225,0.29281
"642.53_873.7226m/z",0.81634,-0.29276
"398.42_598.5407m/z",1.2249,0.29263
"644.81_1017.691m/z",0.81652,-0.29244
"398.19_786.4723m/z",1.2245,0.29219
"369.67_784.8002m/z",0.81699,-0.29161
"373.55_766.5498m/z",1.224,0.29155
"330.77_844.6155m/z",1.2239,0.29153
"398.19_185.0775m/z",1.2239,0.29148
"688.49_936.888m/z",1.2239,0.29143
"303.17_501.4861m/z",1.2238,0.29134
"222.87_550.4139m/z",1.2237,0.29121
"268.83_634.4796m/z",1.2237,0.29121
"269.75_339.1992m/z",0.81725,-0.29115
"366.48_717.528m/z",1.2236,0.29112
"491.95_435.8209m/z",1.2235,0.29103
"151.11_479.2835m/z",0.81737,-0.29094
"336.25_343.2859m/z",1.2234,0.29094
"295.99_881.518m/z",1.2234,0.29088
"421.92_773.6259m/z",1.2233,0.29078
"PC(18:1/18:2)",1.2231,0.29053
"377.88_1469.1405m/z",0.81765,-0.29044
"357.47_1520.1519m/z",1.223,0.29044
"269.75_714.5066m/z",0.81766,-0.29043
"72.06_599.2467m/z",1.2228,0.29022
"430.24_795.6655m/z",1.2226,0.28991
"578.99_872.6893m/z",0.81798,-0.28987
"501.76_880.7171m/z",0.81803,-0.28978
"417.36_825.6237m/z",1.2224,0.28972
"459.22_855.6988m/z",1.2224,0.28972
"604.88_915.7834m/z",1.2224,0.28968
"409.6_812.6178m/z",0.81811,-0.28964
"491.72_878.7014m/z",1.2223,0.28958
"100.13_535.3236m/z",1.2222,0.28947
"381.31_585.5243m/z",1.2219,0.28907
"376.97_823.6059m/z",0.81852,-0.28891
"100.13_258.109m/z",1.2216,0.28882
"415.53_777.5639m/z",0.81859,-0.28879
"409.6_814.6245m/z",0.81859,-0.28879
"307.27_613.5191m/z",1.2216,0.28878
"PC(O-24:1/20:4) and/or PC(P-24:0/20:4)",1.2213,0.28846
"354.28_854.5672m/z",0.81877,-0.28846
"418.95_521.3441m/z",1.2213,0.2884
"627.47_974.6902m/z",0.81883,-0.28837
"447.58_874.67m/z",1.2211,0.28821
"385.41_598.5316m/z",1.221,0.28806
"320.74_1006.6682m/z",1.2209,0.28793
"425.91_778.5761m/z",0.81913,-0.28784
"620.17_563.5035m/z",0.81918,-0.28775
"642.53_1095.6598m/z",0.8192,-0.28772
"430.24_610.5919m/z",1.2205,0.28743
"366.48_718.5306m/z",1.2204,0.28739
"355.42_1525.1459m/z",0.81941,-0.28735
"LPC(0:0/16:0)",0.81941,-0.28734
"314.8_400.7639m/z",0.81951,-0.28717
"436.4_838.6345m/z",1.2202,0.28711
"367.39_889.5795m/z",0.81957,-0.28706
"500.39_671.6148m/z",0.81961,-0.28699
"136.06_376.2612m/z",0.81965,-0.28693
"629.75_874.9038m/z",1.22,0.28693
"669.56_896.8809m/z",0.81967,-0.28689
"73.89_603.2936m/z",0.81974,-0.28676
"382.45_827.6011m/z",1.2198,0.28667
"302.6_698.5336m/z",1.2196,0.28643
"627.24_552.5068m/z",0.82003,-0.28626
"LPE(22:4/0:0)",0.82017,-0.28601
"368.75_829.5787m/z",0.8203,-0.28578
"590.86_360.2805m/z",1.2189,0.28555
"356.78_1612.0898m/z",1.2186,0.28523
"159.33_509.3805m/z",0.82062,-0.28521
"652.57_912.7538m/z",0.82063,-0.2852
"402.07_397.8029m/z",0.82069,-0.28508
"447.58_898.6503m/z",0.82073,-0.28502
"398.19_1573.0204m/z",1.2184,0.28502
"Creatine",1.2183,0.2849
"159.56_510.3924m/z",0.82083,-0.28485
"674.8_633.5823m/z",1.2182,0.28474
"183.62_506.3361m/z",0.82091,-0.2847
"331.0_1007.6726m/z",1.2181,0.28466
"674.8_935.8762m/z",1.2181,0.2846
"302.6_700.5476m/z",1.218,0.28448
"500.39_624.57m/z",0.82116,-0.28426
"PC(O-16:0/20:3)",0.82129,-0.28403
"302.6_815.5328m/z",1.2176,0.28399
"185.22_522.4226m/z",0.8214,-0.28384
"388.15_829.6174m/z",1.2174,0.28379
"336.48_704.4912m/z",1.2173,0.28374
"325.98_599.5014m/z",1.2173,0.28373
"491.95_436.8285m/z",1.2173,0.28367
"627.47_852.7861m/z",0.82154,-0.2836
"624.96_955.7758m/z",0.82167,-0.28337
"397.28_1571.1906m/z",0.82167,-0.28337
"319.37_804.5561m/z",0.82175,-0.28322
"278.65_878.4939m/z",0.82176,-0.28321
"80.51_521.3824m/z",1.2169,0.28315
"533.02_668.6463m/z",0.82188,-0.283
"215.34_440.409m/z",1.2167,0.28296
"407.09_766.5425m/z",1.2167,0.28292
"258.34_513.4708m/z",1.2165,0.28278
"143.81_491.3703m/z",0.82203,-0.28274
"PC(16:0/20:4)_1",0.82209,-0.28264
"Cer(d18:2/24:0)",0.82211,-0.2826
"315.71_505.3994m/z",1.2164,0.2826
"269.97_699.5442m/z",1.2163,0.28255
"346.52_1114.8629m/z",0.82215,-0.28253
"388.15_1034.4457m/z",1.2163,0.28252
"317.54_651.5351m/z",0.82224,-0.28237
"315.49_184.0739m/z",1.2161,0.2823
"111.99_930.1953m/z",0.8223,-0.28226
"316.63_781.5583m/z",0.82231,-0.28225
"629.75_962.7495m/z",1.2161,0.28222
"371.27_834.6026m/z",0.82239,-0.28211
"333.28_822.5658m/z",1.216,0.28208
"398.19_1535.1882m/z",1.2159,0.28207
"302.6_704.5667m/z",1.2159,0.28204
"333.74_824.5772m/z",1.2158,0.28194
"409.6_813.6214m/z",0.82249,-0.28193
"387.01_819.5942m/z",0.82251,-0.2819
"381.53_586.5281m/z",1.2158,0.28186
"576.94_900.7472m/z",0.8226,-0.28174
"68.41_397.3104m/z",1.2156,0.28167
"379.25_525.4316m/z",1.2156,0.28163
"425.9_848.6288m/z",0.82268,-0.28159
"620.17_561.4884m/z",0.82279,-0.28141
"432.52_778.656m/z",1.2154,0.28141
"405.03_406.2893m/z",1.2154,0.2814
"315.49_671.5492m/z",1.2154,0.2814
"321.42_720.5733m/z",1.2152,0.28123
"336.71_765.5493m/z",0.82293,-0.28115
"313.66_882.5239m/z",0.82304,-0.28097
"271.8_367.3364m/z",1.215,0.2809
"315.94_756.5455m/z",0.82316,-0.28076
"388.15_828.6135m/z",1.2148,0.28073
"433.21_798.6385m/z",0.82318,-0.28072
"306.36_388.7632m/z",0.82319,-0.2807
"210.54_363.3053m/z",1.2146,0.28047
"397.96_1578.2101m/z",1.2146,0.28044
"261.53_430.3801m/z",0.8234,-0.28034
"496.28_1391.4951m/z",0.82344,-0.28027
"428.87_577.5097m/z",0.82351,-0.28014
"424.99_801.6465m/z",1.2142,0.28004
"646.86_917.8369m/z",1.2142,0.28001
"459.22_1627.3686m/z",0.82359,-0.28
"627.47_1094.6477m/z",0.82362,-0.27994
"75.94_237.1496m/z",1.214,0.27972
"287.77_869.4816m/z",1.2139,0.27968
"594.5_827.7133m/z",0.82379,-0.27966
"381.31_796.6087m/z",1.2138,0.27958
"396.13_1005.5411m/z",0.82383,-0.27957
"509.75_722.6769m/z",1.2138,0.27953
"533.25_634.6422m/z",0.8239,-0.27946
"560.05_685.5523m/z",1.2137,0.27946
"627.47_855.7346m/z",0.82395,-0.27936
"632.71_887.7904m/z",0.824,-0.27928
"498.8_808.626m/z",1.2135,0.27923
"303.17_523.3517m/z",1.2135,0.27914
"133.55_383.3311m/z",1.2132,0.27886
"464.01_659.5173m/z",0.82428,-0.2788
"329.18_1125.4655m/z",0.82429,-0.27877
"99.44_564.3304m/z",1.2132,0.27876
"326.67_899.5251m/z",1.2131,0.27873
"PE(16:0/18:2)",1.2131,0.27869
"427.04_132.9229m/z",0.82436,-0.27865
"433.89_774.6557m/z",1.2129,0.27841
"Cer(d41:1);  Cer(d18:1/23:0) | Cer(d17:1/24:0)",0.82458,-0.27827
"90.77_606.2809m/z",1.2127,0.27821
"345.83_832.5865m/z",0.82464,-0.27817
"166.86_597.4821m/z",0.82468,-0.2781
"342.41_389.267m/z",0.8247,-0.27806
"525.04_644.6343m/z",0.82479,-0.2779
"387.01_818.5906m/z",0.82482,-0.27785
"508.84_866.7128m/z",1.2121,0.27755
"368.75_979.5265m/z",0.82505,-0.27744
"471.31_850.6753m/z",1.2119,0.27728
"517.5_619.6222m/z",0.82526,-0.27707
"422.37_417.8028m/z",1.2117,0.27705
"PC(16:0/15:0)",1.2117,0.27702
"270.43_339.3457m/z",1.2116,0.27697
"127.84_398.3174m/z",1.2116,0.27691
"352.79_400.7902m/z",1.2116,0.27691
"357.7_1557.116m/z",1.2115,0.27675
"594.5_845.7439m/z",0.82546,-0.27673
"622.91_946.7387m/z",0.82551,-0.27665
"348.11_874.4979m/z",0.82551,-0.27663
"263.13_637.5513m/z",0.82564,-0.27642
"415.53_778.5683m/z",0.82571,-0.27629
"470.63_851.6734m/z",0.82571,-0.27629
"285.26_276.2081m/z",1.211,0.27623
"320.96_1250.7455m/z",1.211,0.27621
"151.8_278.2238m/z",1.211,0.2762
"495.83_870.6962m/z",1.2109,0.27603
"K-EDTA",0.82587,-0.27601
"430.7_835.6579m/z",1.2108,0.27594
"325.53_532.5092m/z",1.2108,0.27592
"472.68_409.3129m/z",1.2107,0.27586
"383.13_850.596m/z",0.82606,-0.27567
"471.77_825.6819m/z",1.2105,0.27559
"652.79_914.7531m/z",0.8262,-0.27544
"508.38_830.7173m/z",1.2103,0.27542
"496.28_1032.6228m/z",0.82624,-0.27536
"Proline",0.82625,-0.27535
"422.37_419.3112m/z",1.2103,0.27533
"533.25_614.6192m/z",0.82627,-0.27531
"401.84_815.6278m/z",1.2102,0.27526
"387.92_1525.185m/z",0.82639,-0.27511
"302.6_724.5451m/z",1.2101,0.27509
"TG(50:4)",0.82643,-0.27503
"385.18_582.5097m/z",1.21,0.27502
"460.13_1575.3371m/z",0.82645,-0.275
"600.44_601.5175m/z",0.82646,-0.27498
"306.59_796.5487m/z",0.82651,-0.27489
"541.46_710.6661m/z",0.82666,-0.27464
"357.24_782.7856m/z",0.82666,-0.27464
"336.25_857.4742m/z",1.2096,0.27457
"302.6_723.5417m/z",1.2095,0.27447
"421.01_395.2847m/z",1.2095,0.27436
"317.54_933.5488m/z",0.82684,-0.27433
"340.36_700.5642m/z",0.82703,-0.27399
"429.1_731.572m/z",1.2091,0.27391
"392.48_749.5895m/z",1.209,0.27377
"483.17_620.5993m/z",1.209,0.27376
"377.66_1539.1637m/z",0.82718,-0.27372
"638.19_895.7531m/z",0.8272,-0.27369
"675.03_955.8018m/z",1.2088,0.27356
"302.6_184.0739m/z",1.2088,0.27353
"632.72_905.6384m/z",1.2087,0.27345
"Zeta-carotene",0.82735,-0.27342
"302.6_517.481m/z",1.2085,0.2732
"426.13_817.6434m/z",0.82755,-0.27308
"620.62_860.7718m/z",0.82756,-0.27307
"321.42_719.57m/z",1.2084,0.27305
"402.98_723.6008m/z",1.2083,0.27295
"387.92_1519.9776m/z",0.82767,-0.27287
"509.06_631.6221m/z",0.82771,-0.2728
"462.64_902.7011m/z",1.2081,0.27276
"443.47_648.627m/z",1.2081,0.2727
"365.79_1545.1611m/z",1.208,0.27265
"482.95_666.6394m/z",1.208,0.27262
"451.23_184.074m/z",1.208,0.27261
"393.63_520.3398m/z",1.2079,0.27249
"613.78_857.7522m/z",1.2078,0.27242
"460.13_1574.3336m/z",0.82802,-0.27226
"303.17_732.5428m/z",1.2073,0.27183
"470.85_632.6311m/z",1.2072,0.27165
"396.82_856.5986m/z",0.82838,-0.27164
"480.89_902.7017m/z",1.2071,0.27152
"LPC(0:0/14:0)",0.82849,-0.27144
"618.11_697.5903m/z",0.82851,-0.27141
"397.05_855.5948m/z",0.8286,-0.27126
"332.83_414.7782m/z",0.8286,-0.27126
"383.59_810.4925m/z",0.82862,-0.27121
"342.41_796.5583m/z",0.82865,-0.27117
"458.3_1029.6037m/z",0.82867,-0.27113
"517.51_634.613m/z",0.82875,-0.27099
"377.43_116.9274m/z",0.82875,-0.27098
"459.22_1204.0548m/z",1.2066,0.27098
"278.65_877.4877m/z",0.82888,-0.27076
"385.64_784.5863m/z",0.82891,-0.27072
"328.26_757.5581m/z",0.82897,-0.27061
"128.98_382.3208m/z",1.2063,0.2706
"366.48_716.5244m/z",1.2063,0.2706
"151.8_277.2167m/z",1.2062,0.27047
"397.05_1791.1306m/z",0.82912,-0.27036
"118.84_398.314m/z",1.2061,0.27035
"430.24_793.6596m/z",1.2061,0.27033
"491.95_895.7m/z",1.206,0.27023
"335.34_761.9117m/z",0.8293,-0.27003
"412.33_895.6261m/z",0.82932,-0.27
"75.94_238.1567m/z",1.2057,0.2699
"478.38_1137.5619m/z",0.82939,-0.26989
"151.34_100.9331m/z",1.2057,0.26988
"LPE(0:0/18:1)",1.2057,0.26987
"121.57_413.213m/z",1.2057,0.26983
"597.47_877.7197m/z",0.82946,-0.26976
"Dimethylsulfone",0.82951,-0.26966
"591.54_601.5184m/z",1.2055,0.2696
"507.93_790.6542m/z",0.82956,-0.26958
"317.54_905.5189m/z",0.82959,-0.26954
"375.6_373.2534m/z",0.82972,-0.2693
"410.74_772.6392m/z",1.2051,0.26914
"675.03_939.8289m/z",1.205,0.269
"411.2_779.6437m/z",1.2049,0.26892
"613.78_856.749m/z",1.2049,0.26887
"426.36_653.4096m/z",0.83003,-0.26877
"50.74_683.4721m/z",0.83003,-0.26876
"417.12_858.6201m/z",1.2047,0.26871
"447.58_890.6633m/z",1.2046,0.26861
"652.57_911.7506m/z",0.83016,-0.26854
"96.71_584.3353m/z",0.83018,-0.2685
"366.48_739.5094m/z",1.2045,0.26842
"391.34_547.3602m/z",0.83029,-0.26831
"302.6_498.4666m/z",1.2044,0.26829
"102.86_500.2779m/z",0.83032,-0.26826
"270.43_905.6808m/z",1.2043,0.26816
"361.12_749.6143m/z",1.2043,0.26815
"613.78_855.7454m/z",1.2042,0.26813
"533.02_633.6379m/z",0.83049,-0.26796
"432.07_872.6548m/z",0.83049,-0.26796
"LacCer(d42:3)",1.2041,0.26793
"PC(16:0/17:0)",1.204,0.26785
"632.26_923.7392m/z",1.204,0.26785
"396.59_871.6151m/z",0.83058,-0.26781
"354.05_766.5741m/z",0.83069,-0.26761
"126.24_479.3326m/z",0.83086,-0.26733
"149.29_482.3246m/z",0.83089,-0.26727
"353.59_887.5642m/z",1.2035,0.26726
"329.18_884.5371m/z",0.83091,-0.26723
"PC(O-18:0/20:3)",0.83092,-0.26722
"316.86_749.5507m/z",1.2035,0.26721
"205.98_397.3321m/z",0.83095,-0.26716
"408.68_745.5877m/z",1.2034,0.26711
"369.9_1059.4439m/z",0.8311,-0.26691
"391.35_561.9612m/z",1.2032,0.26684
"81.65_509.2992m/z",1.2031,0.26679
"261.53_429.3731m/z",0.83117,-0.26678
"357.47_763.5893m/z",1.2031,0.26678
"351.31_524.5314m/z",1.2031,0.26677
"402.98_721.5945m/z",1.203,0.26666
"126.02_482.3615m/z",0.83129,-0.26657
"641.84_1052.7355m/z",0.8313,-0.26655
"LPE(18:0/0:0)",0.83134,-0.26648
"338.76_740.5235m/z",0.83142,-0.26636
"642.07_932.7783m/z",0.83142,-0.26635
"516.82_858.7212m/z",0.83143,-0.26634
"V5TG",0.83144,-0.26631
"355.41_880.5378m/z",0.83151,-0.26619
"588.57_752.554m/z",0.83164,-0.26598
"376.51_840.5893m/z",1.2024,0.26594
"442.33_618.6087m/z",0.83171,-0.26584
"326.21_886.5507m/z",1.2022,0.26567
"335.34_1601.0815m/z",0.83184,-0.26562
"533.25_618.6176m/z",0.83185,-0.26561
"634.54_933.7821m/z",0.8319,-0.26551
"314.8_401.2668m/z",0.83196,-0.26541
"636.37_885.723m/z",0.83196,-0.26541
"177.12_446.3328m/z",1.2019,0.26533
"613.78_574.4918m/z",0.83209,-0.26518
"431.38_588.0109m/z",1.2017,0.26513
"642.07_931.7747m/z",0.83212,-0.26513
"430.92_954.6147m/z",1.2017,0.26507
"356.56_793.5396m/z",0.83225,-0.26492
"106.29_563.4053m/z",0.83231,-0.26481
"380.62_812.5803m/z",0.83236,-0.26472
"333.97_766.5396m/z",1.2014,0.2647
"72.06_587.2763m/z",1.2013,0.26464
"LPE(18:1/0:0)_1",1.2013,0.26455
"213.06_545.416m/z",1.2012,0.26446
"650.97_561.5243m/z",1.2012,0.26445
"330.09_387.2516m/z",0.83253,-0.26443
"315.03_788.5436m/z",0.83254,-0.26441
"96.71_282.6577m/z",0.83254,-0.2644
"253.09_365.3203m/z",1.201,0.26418
"376.97_831.5326m/z",1.2009,0.26409
"661.92_953.786m/z",1.2008,0.26402
"470.62_837.6807m/z",1.2008,0.264
"435.72_748.5772m/z",1.2008,0.26397
"421.23_395.7903m/z",1.2008,0.26396
"126.24_268.0953m/z",0.83281,-0.26394
"357.24_1544.1508m/z",0.83281,-0.26394
"317.54_652.5387m/z",0.83284,-0.26389
"430.92_1201.0346m/z",1.2007,0.26387
"150.43_369.3475m/z",0.83288,-0.26382
"121.35_554.345m/z",1.2006,0.26374
"430.7_833.6526m/z",1.2006,0.26373
"73.89_616.2636m/z",0.83299,-0.26362
"397.28_1549.1932m/z",0.83305,-0.26353
"385.19_806.5767m/z",1.2004,0.26352
"269.97_1152.7064m/z",0.83311,-0.26342
"315.03_829.4859m/z",0.83316,-0.26334
"185.9_349.2744m/z",1.2002,0.26326
"392.49_780.5918m/z",1.2002,0.26322
"500.62_520.4729m/z",1.2001,0.26314
"472.91_800.6629m/z",0.83327,-0.26314
"348.11_733.558m/z",0.83328,-0.26313
"478.38_899.6526m/z",0.83335,-0.263
"121.35_515.2988m/z",1.1999,0.26294
"451.46_599.5868m/z",1.1999,0.26294
"124.42_478.2935m/z",1.1998,0.26279
"169.14_527.4374m/z",1.1997,0.26263
"492.18_617.606m/z",0.83357,-0.26263
"472.0_411.3271m/z",1.1996,0.26257
"402.98_722.5975m/z",1.1996,0.26255
"418.27_874.6603m/z",1.1996,0.26249
"647.09_923.7495m/z",1.1995,0.26241
"327.12_719.5478m/z",0.83374,-0.26233
"451.46_797.6538m/z",1.1994,0.26229
"589.94_965.7069m/z",0.83381,-0.2622
"541.23_652.6607m/z",1.1993,0.26217
"493.55_669.6589m/z",0.83385,-0.26214
"180.32_401.3408m/z",1.1992,0.26212
"253.32_568.4279m/z",1.1992,0.26211
"96.71_283.6633m/z",0.83392,-0.26202
"328.49_132.8673m/z",0.83394,-0.26199
"346.52_557.9328m/z",1.1991,0.26196
"594.5_828.717m/z",0.83405,-0.26179
"431.15_625.5189m/z",0.83432,-0.26132
"472.79_410.3201m/z",1.1986,0.2613
"377.88_1468.1392m/z",0.83441,-0.26117
"641.84_929.8288m/z",0.83447,-0.26107
"533.25_706.6821m/z",0.83463,-0.2608
"458.76_852.6754m/z",1.1981,0.26069
"418.95_520.3402m/z",1.1979,0.26048
"118.84_392.2712m/z",1.1978,0.26042
"388.15_1013.4607m/z",1.1978,0.26042
"382.44_876.5947m/z",1.1977,0.26021
"401.38_890.6203m/z",1.1976,0.26017
"409.37_714.5436m/z",1.1975,0.26002
"455.11_848.6543m/z",1.1974,0.25986
"295.76_621.4881m/z",1.1973,0.2598
"293.93_474.2013m/z",0.83524,-0.25974
"315.26_298.2748m/z",1.1972,0.25966
"517.28_652.6248m/z",0.83528,-0.25966
"366.25_746.5122m/z",0.8353,-0.25964
"429.55_910.595m/z",0.83533,-0.25959
"357.92_1501.1619m/z",0.83536,-0.25953
"364.65_825.5853m/z",1.1971,0.25949
"674.8_634.586m/z",1.197,0.25947
"381.53_904.6179m/z",1.197,0.25942
"664.43_842.7666m/z",0.8355,-0.25928
"340.59_699.5599m/z",0.83553,-0.25924
"417.13_812.618m/z",0.83553,-0.25923
"302.6_489.3982m/z",1.1968,0.25918
"CE(20:3)",0.83559,-0.25912
"613.78_875.7824m/z",1.1967,0.25908
"314.35_636.4973m/z",1.1967,0.25902
"434.8_408.2989m/z",0.83571,-0.25893
"290.97_561.4867m/z",1.1966,0.25891
"492.18_616.6031m/z",0.83574,-0.25887
"325.75_394.2594m/z",0.83576,-0.25883
"299.86_428.3638m/z",0.83579,-0.25878
"389.06_1517.2048m/z",0.8358,-0.25877
"366.48_576.5079m/z",1.1964,0.2587
"500.85_521.476m/z",1.1963,0.25856
"258.34_539.4865m/z",1.1961,0.25839
"609.44_896.7718m/z",0.83603,-0.25838
"471.77_607.6211m/z",1.196,0.25826
"H1FC",0.83613,-0.2582
"442.56_184.0739m/z",1.1959,0.25816
"PC(16:0/18:2)",1.1958,0.25793
"121.35_255.6343m/z",1.1957,0.25783
"TG(52:4)_1",1.1956,0.25776
"421.92_632.6345m/z",0.8364,-0.25774
"182.94_503.3198m/z",0.83651,-0.25754
"302.6_717.5543m/z",1.1954,0.25753
"627.47_975.6933m/z",0.83652,-0.25753
"470.4_811.6704m/z",1.1954,0.25749
"289.82_854.4905m/z",0.83659,-0.25741
"302.6_683.5492m/z",1.1953,0.25737
"594.73_846.7472m/z",0.83663,-0.25733
"351.54_717.5904m/z",1.1951,0.25714
"448.72_431.8183m/z",1.1951,0.25708
"647.09_1027.7332m/z",1.1951,0.25707
"492.64_875.6733m/z",1.195,0.25698
"419.86_743.6067m/z",0.83692,-0.25685
"618.57_856.6781m/z",0.83698,-0.25673
"302.6_703.5659m/z",1.1947,0.25661
"384.96_572.4809m/z",1.1945,0.25645
"376.74_819.6109m/z",1.1945,0.25641
"636.37_883.7207m/z",0.83721,-0.25634
"430.7_834.6551m/z",1.1944,0.25629
"121.35_256.1376m/z",1.1943,0.25613
"121.57_398.1945m/z",1.1943,0.25611
"345.83_833.5902m/z",0.83738,-0.25605
"434.58_407.296m/z",0.8374,-0.25602
"302.6_684.5526m/z",1.194,0.25584
"484.2_648.6253m/z",1.194,0.25582
"357.7_760.5767m/z",1.194,0.25579
"391.8_585.5253m/z",1.1939,0.25574
"478.38_776.6566m/z",0.83757,-0.25571
"613.55_998.6882m/z",1.1939,0.25564
"70.24_414.3213m/z",1.1937,0.25548
