"","Fold Change","log2(FC)"
"473.36_622.5553m/z",1.1143,0.1561
"355.41_887.5647m/z",0.89746,-0.15608
"92.6_718.5195m/z",1.1142,0.15607
"81.87_438.2159m/z",1.1141,0.15591
"372.86_403.7854m/z",1.1141,0.15587
"112.68_496.2434m/z",1.114,0.15573
"169.14_469.3894m/z",1.1139,0.15565
"LPC(0:0/22:5)_2",1.1138,0.15552
"632.26_902.8101m/z",1.1138,0.15543
"253.09_649.5181m/z",0.89788,-0.15541
"478.84_598.5889m/z",1.1137,0.15539
"458.99_1629.3702m/z",0.89793,-0.15533
"387.47_583.51m/z",0.89795,-0.15529
"353.82_607.5578m/z",1.1136,0.15529
"211.46_591.4603m/z",1.1136,0.15525
"372.86_720.5909m/z",1.1135,0.15514
"397.51_1566.1902m/z",0.89807,-0.15511
"614.24_259.2426m/z",1.1135,0.15507
"72.06_283.1087m/z",1.1135,0.15506
"264.73_361.2889m/z",1.1133,0.15479
"389.06_818.6097m/z",0.89838,-0.1546
"151.11_482.3021m/z",1.1131,0.15456
"411.2_409.3002m/z",1.1131,0.15453
"632.26_903.8138m/z",1.113,0.15444
"496.52_633.6379m/z",1.113,0.15442
"545.91_675.5904m/z",1.113,0.1544
"168.91_466.3645m/z",1.1129,0.15434
"644.81_1253.5914m/z",0.89859,-0.15426
"436.17_874.6691m/z",1.1128,0.15413
"318.0_721.5856m/z",1.1127,0.15411
"596.33_933.8007m/z",1.1127,0.15409
"377.88_869.6083m/z",0.89871,-0.15408
"3-Hydroxybutyric acid",1.1127,0.15406
"424.99_865.6527m/z",0.89881,-0.15391
"342.41_796.5583m/z",0.89884,-0.15386
"94.65_442.3515m/z",0.89888,-0.15381
"542.83_832.7132m/z",1.1123,0.1536
"406.4_628.5375m/z",1.1123,0.1535
"Capric acid FA(10:0)",1.1122,0.15347
"614.24_369.3523m/z",1.1121,0.15329
"629.75_1251.5753m/z",1.1121,0.15329
"SM(d18:2/18:0)",1.112,0.15322
"427.05_788.4941m/z",1.112,0.15316
"377.43_796.587m/z",1.1119,0.15303
"LPC(22:5/0:0)_1",0.89943,-0.15291
"426.82_761.6443m/z",0.89946,-0.15287
"PE(36:1); PE(18:0/18:1) | PE(18:1/18:0)",1.1116,0.15266
"507.92_812.7008m/z",0.89966,-0.15254
"458.3_1029.6037m/z",1.1114,0.15242
"714.73_1323.0858m/z",1.1114,0.15241
"418.95_700.5281m/z",1.1114,0.15238
"64.08_1143.8025m/z",1.1113,0.15228
"420.55_760.6416m/z",1.1112,0.15216
"273.63_381.3148m/z",1.1112,0.1521
"379.25_530.5302m/z",1.1111,0.15196
"176.21_417.3682m/z",1.1111,0.15194
"496.52_615.6261m/z",1.111,0.1519
"357.24_783.4758m/z",1.111,0.15188
"293.93_891.4642m/z",1.111,0.15187
"510.89_906.7317m/z",1.1109,0.15179
"629.75_1142.6314m/z",1.1109,0.15171
"176.9_100.933m/z",1.1108,0.15164
"385.18_604.6037m/z",0.90023,-0.15164
"335.57_728.5705m/z",1.1108,0.15164
"629.75_898.7169m/z",1.1108,0.15164
"326.89_905.6816m/z",0.90023,-0.15163
"377.88_1507.1559m/z",1.1106,0.1514
"53.25_519.3502m/z",1.1106,0.15129
"407.32_774.602m/z",0.90048,-0.15123
"217.62_652.5343m/z",0.90056,-0.1511
"460.13_1575.3371m/z",0.90064,-0.15098
"496.52_1630.3949m/z",1.1102,0.15085
"269.75_326.1868m/z",0.9008,-0.15072
"458.3_817.6604m/z",0.90082,-0.15068
"71.15_609.9374m/z",1.11,0.15054
"148.6_480.3088m/z",0.90101,-0.15039
"325.53_716.5769m/z",1.1098,0.15036
"334.88_706.5266m/z",1.1096,0.1501
"390.89_806.6056m/z",0.9012,-0.15007
"645.04_966.7389m/z",0.90121,-0.15007
"431.61_1175.0195m/z",0.90125,-0.15
"431.61_754.5761m/z",0.90142,-0.14973
"285.03_557.457m/z",0.90148,-0.14962
"336.48_1388.1385m/z",1.1092,0.14947
"509.75_722.6769m/z",1.1091,0.14944
"110.85_605.3644m/z",1.1091,0.1494
"614.24_370.3557m/z",1.1091,0.14938
"79.14_660.4774m/z",1.1091,0.14936
"367.62_426.3044m/z",0.90166,-0.14934
"353.13_416.2867m/z",0.90169,-0.1493
"353.59_681.5513m/z",0.90174,-0.14921
"150.2_376.2752m/z",1.109,0.1492
"307.05_842.6003m/z",1.1089,0.14918
"69.1_820.6007m/z",1.1088,0.14897
"632.72_905.6384m/z",1.1088,0.14897
"622.9_889.7967m/z",0.90204,-0.14873
"206.44_651.531m/z",0.90214,-0.14857
"356.55_1599.1379m/z",1.1084,0.14846
"635.68_866.8174m/z",0.90223,-0.14844
"366.02_1574.1579m/z",0.90223,-0.14844
"496.28_1009.6376m/z",1.1084,0.14843
"356.1_1490.1233m/z",1.1083,0.1483
"TPCH",1.1083,0.14829
"315.49_673.5515m/z",1.1082,0.14818
"48.68_412.3267m/z",1.1081,0.14806
"478.84_800.6726m/z",1.108,0.14797
"459.9_1069.696m/z",1.108,0.14794
"309.56_675.5434m/z",1.1079,0.14783
"176.21_416.3646m/z",1.1078,0.14766
"112.68_650.2376m/z",0.90276,-0.14759
"82.33_555.212m/z",1.1076,0.14738
"408.68_742.574m/z",1.1076,0.14738
"169.14_470.392m/z",1.1075,0.14733
"589.71_662.56m/z",0.90296,-0.14726
"389.75_559.5095m/z",1.1074,0.1472
"51.65_661.4599m/z",1.1074,0.14713
"PC(O-18:1/22:6) and/or PC(P-18:0/22:6)",0.90315,-0.14697
"474.05_602.5875m/z",0.90332,-0.14669
"572.83_661.5515m/z",0.90335,-0.14664
"401.38_784.648m/z",1.1069,0.14658
"589.71_661.555m/z",0.90341,-0.14655
"120.66_814.2708m/z",1.1069,0.14654
"309.55_494.4934m/z",0.90346,-0.14646
"157.27_503.3127m/z",1.1068,0.14642
"509.06_647.6225m/z",0.90349,-0.14641
"379.48_827.5786m/z",1.1067,0.14629
"478.84_799.6697m/z",1.1067,0.14623
"528.46_989.7759m/z",0.90367,-0.14613
"453.97_791.6368m/z",1.1066,0.14612
"459.22_837.6752m/z",1.1066,0.1461
"426.13_624.5566m/z",1.1065,0.14604
"60.78_996.7059m/z",1.1065,0.14603
"546.36_695.4225m/z",1.1065,0.14602
"443.47_648.627m/z",1.1064,0.14588
"387.92_760.3689m/z",1.1064,0.14585
"145.41_524.2754m/z",1.1064,0.14582
"423.29_409.3009m/z",1.1063,0.14573
"328.49_758.561m/z",0.90395,-0.14568
"478.84_621.4602m/z",1.1062,0.14566
"167.77_255.3493m/z",1.1062,0.14564
"533.02_649.6322m/z",0.90403,-0.14557
"315.71_505.3994m/z",1.1061,0.14553
"270.43_622.7833m/z",1.1061,0.14549
"460.13_787.554m/z",1.1061,0.14546
"674.58_685.4362m/z",1.1061,0.14545
"56.9_690.9818m/z",1.106,0.14538
"370.58_852.5772m/z",0.90419,-0.14531
"265.64_776.4975m/z",1.106,0.14529
"509.75_625.6324m/z",1.1059,0.14525
"478.38_897.6461m/z",1.1059,0.14521
"269.06_682.5622m/z",1.1058,0.14513
"353.59_716.5661m/z",0.9043,-0.14512
"351.31_708.6002m/z",1.1058,0.14511
"128.07_606.317m/z",0.90435,-0.14504
"315.71_508.4999m/z",0.90441,-0.14495
"325.53_715.5753m/z",1.1056,0.14482
"648.0_900.8023m/z",0.90454,-0.14475
"629.75_1252.5747m/z",1.1055,0.14475
"340.59_718.5459m/z",1.1055,0.14474
"632.26_901.8068m/z",1.1054,0.14452
"622.9_869.7593m/z",1.1053,0.14449
"499.94_612.6055m/z",1.1052,0.14436
"632.26_900.8034m/z",1.1052,0.14434
"376.74_818.6075m/z",0.90491,-0.14415
"126.24_481.3476m/z",0.90493,-0.14412
"591.54_601.5184m/z",0.90493,-0.14411
"597.47_892.6928m/z",0.90494,-0.14411
"70.01_1010.7213m/z",1.105,0.14402
"412.11_797.653m/z",1.1049,0.14394
"89.4_1082.7784m/z",1.1049,0.14392
"LPC(0:0/15:0)",0.90506,-0.14391
"336.48_1406.1474m/z",0.90509,-0.14387
"381.76_791.5769m/z",1.1048,0.14383
"145.41_508.3683m/z",1.1047,0.14369
"491.95_435.3168m/z",1.1047,0.14366
"293.93_252.2329m/z",1.1047,0.14361
"200.73_564.4381m/z",0.90525,-0.1436
"123.05_519.402m/z",1.1046,0.14349
"Eicosatetraenoic acid FA(20:4)",1.1045,0.14345
"383.13_706.5754m/z",1.1045,0.14341
"380.85_747.5839m/z",1.1045,0.1434
"160.7_395.2773m/z",0.90541,-0.14336
"55.98_894.6377m/z",1.1045,0.14335
"360.66_705.5896m/z",0.90545,-0.14329
"59.18_1041.7344m/z",1.1044,0.14325
"614.24_149.1329m/z",1.1043,0.14315
"62.48_952.6798m/z",1.1043,0.14311
"500.39_664.6242m/z",0.90557,-0.1431
"82.33_457.2356m/z",1.1043,0.14309
"421.46_396.7978m/z",1.1043,0.14308
"442.56_396.3051m/z",1.1041,0.14286
"59.41_529.381m/z",1.104,0.14276
"269.06_846.623m/z",1.104,0.14273
"314.57_785.5212m/z",1.1039,0.14258
"442.1_750.6291m/z",1.1039,0.14258
"364.42_861.595m/z",0.90596,-0.14248
"545.91_676.594m/z",1.1037,0.14241
"421.46_397.3003m/z",1.1037,0.1423
"374.69_406.281m/z",0.90613,-0.14222
"425.68_398.2922m/z",0.90618,-0.14213
"368.98_978.5229m/z",1.1035,0.1421
"326.67_884.5393m/z",1.1035,0.14204
"96.25_994.7258m/z",1.1034,0.14191
"344.69_913.573m/z",0.90636,-0.14185
"367.62_426.8079m/z",0.90637,-0.14183
"301.92_883.5337m/z",1.1033,0.14176
"392.26_806.5902m/z",1.1032,0.14175
"446.21_832.6613m/z",0.90645,-0.1417
"180.32_552.4032m/z",1.1032,0.14166
"614.24_219.2112m/z",1.1031,0.14157
"387.92_1662.109m/z",0.90668,-0.14133
"451.0_843.6587m/z",1.1029,0.14131
"500.85_621.6m/z",0.90671,-0.14128
"218.3_653.5441m/z",0.90674,-0.14124
"PC(O-24:1/22:4) and/or PC(P-24:0/22:4)",1.1028,0.14123
"387.92_1588.2001m/z",1.1028,0.14123
"TG(54:4)",1.1028,0.14117
"608.99_918.7081m/z",1.1028,0.14112
"421.46_819.6087m/z",0.90684,-0.14109
"471.54_924.6634m/z",1.1027,0.14099
"541.46_634.6464m/z",1.1026,0.14094
"217.85_651.5309m/z",0.90693,-0.14094
"169.14_464.3479m/z",1.1026,0.14093
"326.89_1064.4451m/z",1.1025,0.14078
"150.2_379.2989m/z",1.1025,0.14073
"214.2_568.4277m/z",1.1024,0.14069
"383.59_833.6632m/z",1.1024,0.14069
"57.58_1085.7609m/z",1.1024,0.14064
"225.6_547.3935m/z",1.1023,0.14051
"144.73_568.3617m/z",1.1023,0.1405
"594.51_851.7033m/z",0.9072,-0.1405
"378.57_775.5954m/z",1.1022,0.14042
"149.06_303.2323m/z",1.1022,0.1404
"285.26_276.2081m/z",1.1022,0.14037
"409.37_1557.2073m/z",0.90728,-0.14037
"318.68_431.3715m/z",1.1021,0.14031
"644.81_1165.6231m/z",1.1021,0.14031
"160.7_357.3m/z",0.90741,-0.14017
"325.53_532.5092m/z",1.102,0.14017
"225.38_565.4047m/z",1.102,0.14016
"59.18_1040.7319m/z",1.1019,0.13995
"223.09_275.2033m/z",0.90763,-0.13983
"377.88_1553.1749m/z",0.90765,-0.13979
"376.74_819.6109m/z",0.90769,-0.13973
"121.35_540.3597m/z",1.1017,0.13968
"397.96_1619.192m/z",1.1017,0.13968
"81.87_451.1883m/z",1.1016,0.13963
"471.54_390.3732m/z",1.1016,0.13957
"478.38_861.6964m/z",1.1015,0.13945
"LPC(20:0/0:0)",1.1014,0.13937
"426.82_930.5605m/z",1.1013,0.13922
"401.61_889.6265m/z",1.1013,0.13921
"105.83_508.3399m/z",1.1013,0.13921
"384.27_793.5949m/z",1.1013,0.1392
"478.84_534.4042m/z",1.1013,0.13919
"491.95_436.8285m/z",1.1013,0.13917
"436.17_615.4967m/z",1.1013,0.13916
"294.85_494.344m/z",0.90806,-0.13914
"150.2_381.3156m/z",1.1012,0.13909
"112.68_479.3329m/z",1.1011,0.13899
"LPC(0:0/14:0)",0.90824,-0.13886
"59.18_807.584m/z",1.101,0.13879
"313.66_882.5239m/z",0.90833,-0.13871
"345.83_832.5865m/z",1.1008,0.13862
"341.95_910.555m/z",1.1008,0.13856
"603.63_841.7286m/z",1.1008,0.13852
"L6FC",1.1008,0.13849
"108.11_225.1853m/z",0.90856,-0.13834
"387.24_1715.101m/z",0.90866,-0.13819
"265.64_793.4961m/z",1.1005,0.13812
"PC(O-22:0/20:3)",0.90879,-0.13799
"292.56_393.3514m/z",0.90881,-0.13795
"149.29_484.3295m/z",0.90886,-0.13787
"596.33_952.7718m/z",1.1002,0.13781
"84.38_791.5935m/z",1.1002,0.1377
"64.53_908.6535m/z",1.1001,0.13768
"TG(53:5)",0.90902,-0.13762
"295.07_493.3409m/z",1.1001,0.13761
"192.75_369.3466m/z",0.90907,-0.13753
"397.73_1621.2039m/z",1.1,0.13748
"354.05_903.605m/z",1.1,0.13744
"442.79_390.3731m/z",1.0999,0.13739
"77.54_878.6424m/z",1.0999,0.13733
"119.07_608.3923m/z",1.0998,0.13726
"440.51_779.5803m/z",0.90932,-0.13713
"397.96_1597.6713m/z",1.0997,0.13706
"431.38_785.6546m/z",1.0996,0.13696
"675.03_939.8289m/z",0.90946,-0.13692
"LPI(16:1/0:0)",1.0995,0.13683
"270.66_623.5038m/z",0.90966,-0.13659
"173.93_561.4119m/z",1.0992,0.13641
"82.79_520.3311m/z",0.90983,-0.13633
"379.48_549.5442m/z",1.099,0.13621
"365.79_819.6092m/z",0.90992,-0.1362
"369.9_1166.4456m/z",1.099,0.13618
"71.15_1201.844m/z",1.099,0.13615
"351.31_524.5314m/z",1.0989,0.13611
"458.99_872.653m/z",1.0988,0.13588
"533.25_646.6133m/z",1.0987,0.13585
"478.38_777.6632m/z",0.91016,-0.13581
"387.01_818.5906m/z",1.0986,0.1357
"399.56_1585.2137m/z",1.0986,0.13569
"387.92_877.53m/z",0.91027,-0.13563
"54.84_595.4199m/z",1.0984,0.13544
"378.79_1045.502m/z",1.0984,0.13539
"399.79_1561.2017m/z",0.91057,-0.13516
"478.84_823.6688m/z",0.9106,-0.13511
"158.87_467.3193m/z",0.91064,-0.13504
"276.59_719.5695m/z",1.098,0.13485
"TG(52:4)_2",1.0979,0.1348
"351.77_699.578m/z",1.0979,0.13472
"98.53_1140.8202m/z",1.0978,0.13463
"314.8_437.1761m/z",1.0977,0.13453
"378.34_726.5437m/z",1.0977,0.13445
"457.16_729.5627m/z",0.91103,-0.13442
"314.57_786.5243m/z",1.0976,0.13436
"426.82_792.6306m/z",1.0975,0.13424
"595.19_670.5618m/z",1.0975,0.13423
"400.47_776.5797m/z",0.91117,-0.13421
"126.02_496.3401m/z",0.9112,-0.13416
"326.67_866.5273m/z",1.0974,0.13414
"353.13_696.4606m/z",1.0974,0.13411
"389.52_798.602m/z",1.0972,0.13378
"105.38_283.6655m/z",0.91145,-0.13376
"352.68_631.5578m/z",0.9115,-0.13369
"269.75_134.8941m/z",1.097,0.13353
"SM(d18:2/22:0)",1.0969,0.13348
"459.22_836.6718m/z",1.0969,0.13341
"106.52_402.3486m/z",1.0968,0.13336
"436.17_655.4887m/z",1.0968,0.13331
"315.71_506.4935m/z",0.91175,-0.13329
"326.89_341.3057m/z",1.0968,0.13328
"169.14_467.3731m/z",1.0968,0.13325
"67.73_1054.7475m/z",1.0967,0.13317
"397.05_1647.2184m/z",0.91186,-0.13312
"646.86_902.819m/z",0.91189,-0.13308
"646.86_903.8224m/z",0.91196,-0.13296
"386.55_1578.1859m/z",0.91196,-0.13296
"403.89_795.6091m/z",1.0965,0.13288
"171.65_638.3093m/z",1.0964,0.13279
"426.36_653.4096m/z",1.0963,0.13259
"117.92_510.3556m/z",0.91219,-0.13259
"396.59_858.6012m/z",0.91225,-0.13251
"80.96_646.0315m/z",0.91228,-0.13245
"492.86_874.6688m/z",1.096,0.1323
"105.83_509.3433m/z",1.096,0.13229
"62.48_1187.8294m/z",1.096,0.13228
"417.13_545.3445m/z",0.91241,-0.13224
"496.52_614.6225m/z",1.096,0.13221
"269.29_862.6259m/z",1.0959,0.13216
"76.63_1303.9122m/z",1.0958,0.13201
"471.54_886.708m/z",1.0958,0.13194
"145.41_504.3449m/z",1.0957,0.1319
"387.01_794.5473m/z",1.0957,0.13187
"111.99_423.1606m/z",1.0957,0.13185
"426.82_931.5644m/z",1.0957,0.13185
"346.52_731.5972m/z",1.0957,0.13183
"387.01_819.5942m/z",1.0957,0.13181
"269.29_538.5183m/z",1.0956,0.13173
"341.95_909.5493m/z",0.91286,-0.13153
"459.9_1068.6928m/z",1.0952,0.13121
"634.77_927.8223m/z",0.91307,-0.1312
"LPC(17:1/0:0)",1.0951,0.13108
"601.81_889.7696m/z",1.095,0.13099
"588.57_734.5626m/z",1.095,0.13093
"377.88_786.5933m/z",1.0949,0.13086
"442.1_749.6258m/z",1.0947,0.13055
"59.18_808.5852m/z",1.0947,0.1305
"459.22_835.6683m/z",1.0947,0.13049
"395.45_426.3039m/z",1.0946,0.13041
"170.97_536.4052m/z",1.0946,0.13035
"348.11_735.5638m/z",1.0945,0.13031
"451.46_598.5835m/z",1.0945,0.13022
"67.27_1289.8969m/z",1.0944,0.13019
"450.77_858.6777m/z",1.0944,0.13017
"393.85_749.5312m/z",1.0944,0.13013
"Cer(d18:1/24:1)",0.91377,-0.1301
"431.38_755.5802m/z",0.91379,-0.13006
"LPC(20:1/0:0)",1.0943,0.13003
"325.98_428.3643m/z",1.0943,0.13001
"500.62_644.5978m/z",1.0942,0.12992
"315.94_731.5421m/z",1.0942,0.1299
"606.71_925.7957m/z",0.91396,-0.1298
"392.26_552.4338m/z",1.094,0.12962
"384.5_842.5908m/z",0.91408,-0.12961
"151.34_551.3908m/z",1.094,0.12957
"211.23_691.4546m/z",0.91411,-0.12956
"294.62_508.4717m/z",0.91414,-0.12951
"336.48_1408.1537m/z",0.91416,-0.12947
"151.34_577.2596m/z",1.0936,0.12915
"466.52_757.5944m/z",1.0936,0.12915
"325.98_800.581m/z",1.0936,0.12902
"151.11_550.3873m/z",1.0935,0.12896
"381.31_907.6239m/z",1.0935,0.12894
"145.41_526.3776m/z",1.0935,0.1289
"269.97_61.9882m/z",0.91461,-0.12878
"603.86_859.7594m/z",1.0933,0.12865
"H4FC",0.91469,-0.12864
"593.82_547.4725m/z",0.91471,-0.12862
"66.13_675.4945m/z",1.0929,0.12818
"402.98_715.5547m/z",0.915,-0.12815
"629.75_1119.6602m/z",1.0929,0.1281
"436.86_537.4419m/z",1.0928,0.12808
"366.02_762.506m/z",0.91505,-0.12808
"195.94_578.485m/z",0.91506,-0.12806
"376.97_570.3561m/z",0.91507,-0.12805
"168.91_467.3737m/z",1.0928,0.12804
"53.02_982.69m/z",1.0928,0.12802
"377.66_1539.1637m/z",0.9151,-0.128
"316.4_748.5417m/z",1.0927,0.12793
"407.09_370.2603m/z",1.0927,0.12788
"74.8_924.6719m/z",1.0927,0.12786
"392.71_906.6274m/z",0.9152,-0.12784
"81.87_454.2112m/z",1.0927,0.12783
"120.66_546.3555m/z",1.0926,0.12778
"340.36_683.5647m/z",1.0926,0.12778
"326.67_925.5294m/z",1.0926,0.12771
"493.55_852.6864m/z",0.91531,-0.12767
"436.17_616.5033m/z",1.0925,0.1276
"Cer(d16:1/24:1)",0.9154,-0.12753
"472.22_791.68m/z",1.0923,0.12739
"91.91_381.2593m/z",0.91552,-0.12734
"500.4_647.6172m/z",1.0922,0.12728
"64.08_697.4878m/z",1.0922,0.12725
"474.05_603.5906m/z",0.91559,-0.12723
"420.55_741.6275m/z",1.0922,0.12718
"500.39_630.6189m/z",0.91566,-0.12711
"145.41_527.3808m/z",1.092,0.12702
"126.02_226.0847m/z",1.092,0.12691
"160.7_351.2533m/z",0.9158,-0.1269
"437.54_845.6733m/z",1.0919,0.12685
"64.08_1142.7998m/z",1.0918,0.12672
"67.73_1056.7504m/z",1.0917,0.1266
"475.64_437.8358m/z",1.0917,0.12659
"379.02_731.5005m/z",1.0917,0.12655
"351.08_707.5974m/z",1.0915,0.12632
"633.86_372.3626m/z",1.0915,0.12631
"386.55_838.619m/z",0.91623,-0.12621
"425.91_426.8087m/z",0.91624,-0.1262
"426.59_781.6207m/z",0.91625,-0.12619
"326.44_921.6195m/z",1.0914,0.12615
"51.88_1027.719m/z",1.0914,0.12614
"273.85_408.3349m/z",1.0913,0.12605
"387.01_821.5989m/z",1.0913,0.12603
"126.02_478.3293m/z",0.91639,-0.12596
"489.67_804.703m/z",1.0911,0.12577
"392.03_374.7645m/z",1.0911,0.12574
"170.97_535.3956m/z",0.91661,-0.12562
"74.57_682.9843m/z",1.091,0.12561
"442.33_614.5865m/z",0.91664,-0.12558
"68.87_748.5234m/z",0.91668,-0.12551
"632.49_908.7694m/z",1.0909,0.12547
"647.09_1027.7332m/z",1.0908,0.12543
"500.39_631.6222m/z",0.91675,-0.1254
"451.69_632.6008m/z",1.0908,0.1254
"507.92_791.6583m/z",0.91677,-0.12537
"315.71_507.497m/z",0.91678,-0.12535
"371.04_835.6062m/z",1.0908,0.12533
"500.17_598.5893m/z",0.91682,-0.12529
"369.9_784.4595m/z",1.0907,0.12524
"284.58_414.3471m/z",1.0906,0.12514
"PC(O-18:0/16:0)",1.0906,0.12511
"353.13_697.4644m/z",1.0906,0.12508
"233.13_654.5476m/z",0.91696,-0.12507
"138.34_522.356m/z",1.0906,0.12506
"315.49_860.5362m/z",0.91697,-0.12505
"478.84_784.678m/z",1.0905,0.12504
"600.89_370.3555m/z",1.0903,0.12472
"75.49_1114.7908m/z",1.0903,0.12471
"600.89_369.3521m/z",1.0903,0.12467
"387.47_724.5292m/z",0.91724,-0.12463
"PC(18:0/18:0)",1.0902,0.12457
"489.44_905.7191m/z",0.91737,-0.12442
"150.2_461.2726m/z",1.09,0.12428
"377.66_1500.1434m/z",0.91748,-0.12426
"546.14_355.3213m/z",1.0899,0.12419
"394.77_100.933m/z",1.0899,0.12416
"313.43_884.5395m/z",0.91754,-0.12416
"387.92_764.5989m/z",1.0899,0.12415
"72.52_777.5729m/z",1.0898,0.12406
"656.22_894.864m/z",1.0898,0.12405
"419.64_778.5762m/z",0.91765,-0.12399
"594.28_867.6861m/z",0.91774,-0.12385
"603.86_858.7559m/z",1.0896,0.12383
"326.89_944.4883m/z",1.0896,0.12381
"LPC(14:0/0:0)",0.91783,-0.1237
"500.39_646.6135m/z",1.0895,0.12361
"420.77_892.5831m/z",1.0894,0.12359
"378.34_811.6061m/z",1.0894,0.12358
"327.58_816.5658m/z",0.91804,-0.12337
"546.59_670.6359m/z",1.0892,0.12321
"326.44_690.5613m/z",1.0891,0.12318
"326.67_887.5637m/z",1.0891,0.12315
"58.04_668.9688m/z",1.0891,0.12309
"336.25_979.4332m/z",1.089,0.123
"LPC(20:3/0:0)_2",1.089,0.12295
"313.43_883.5335m/z",0.91832,-0.12293
"128.07_568.3616m/z",0.91841,-0.12279
"451.46_782.6618m/z",1.0888,0.12278
"Tetracosatetraenoic acid FA(24:4)",1.0887,0.12265
"378.8_743.5785m/z",1.0887,0.12258
"82.56_469.3124m/z",0.91859,-0.1225
"112.68_478.3297m/z",1.0886,0.12246
"342.41_798.5654m/z",0.91862,-0.12246
"353.82_606.5546m/z",1.0885,0.12233
"406.18_771.5579m/z",1.0884,0.12227
"675.03_938.8255m/z",0.91879,-0.12219
"546.14_356.3246m/z",1.0884,0.12215
"LPC(O-18:1/0:0)_2",1.0883,0.12209
"54.84_265.1473m/z",0.91893,-0.12198
"347.2_790.557m/z",1.0882,0.12195
"265.64_792.4927m/z",1.0882,0.12195
"397.28_1626.2206m/z",1.0881,0.12183
"357.92_1500.1599m/z",0.91904,-0.12179
"58.04_668.4668m/z",1.0881,0.12177
"PA(16:0/18:2)",1.0881,0.12176
"601.81_888.7658m/z",1.088,0.12163
"84.38_1361.9561m/z",1.0879,0.12158
"675.03_937.8217m/z",0.9192,-0.12155
"592.68_408.3703m/z",1.0878,0.12144
"500.17_648.6257m/z",0.91933,-0.12135
"294.84_658.5342m/z",1.0877,0.12127
"406.4_790.539m/z",1.0877,0.12121
"376.28_810.5625m/z",0.91946,-0.12114
"500.62_645.601m/z",1.0876,0.12114
"614.23_1017.9375m/z",1.0876,0.12113
"359.75_890.585m/z",1.0875,0.12105
"176.9_381.1732m/z",1.0875,0.12103
"269.29_1137.7176m/z",1.0875,0.12097
"493.09_910.6888m/z",1.0874,0.12082
"82.56_468.309m/z",0.91969,-0.12078
"629.75_1132.6142m/z",0.91972,-0.12073
"402.07_403.815m/z",1.0872,0.12059
"218.53_523.4346m/z",0.91983,-0.12057
"517.51_649.6321m/z",1.0871,0.12047
"603.86_863.7117m/z",1.0871,0.12045
"351.31_522.5249m/z",1.087,0.1204
"63.62_529.4132m/z",1.087,0.12039
"401.61_497.3442m/z",0.91995,-0.12037
"431.38_787.6604m/z",1.0869,0.12022
"459.22_815.6925m/z",1.0868,0.12004
"294.62_690.5262m/z",1.0867,0.11994
"533.25_648.6289m/z",0.92025,-0.11991
"441.42_811.6692m/z",1.0866,0.11986
"315.94_732.545m/z",1.0866,0.11978
"405.72_768.5451m/z",1.0866,0.11976
"387.92_1520.9917m/z",0.92036,-0.11973
"52.79_748.5427m/z",1.0865,0.11963
"387.01_820.5975m/z",1.0864,0.11958
"TG(54:3)",0.92048,-0.11955
"73.2_1157.8172m/z",1.0863,0.11944
"351.54_718.5938m/z",0.92055,-0.11943
"478.38_860.6936m/z",1.0863,0.1194
"133.32_566.3821m/z",1.0862,0.11933
"64.08_580.9167m/z",1.0862,0.11931
"270.2_627.5336m/z",0.92068,-0.11924
"491.72_880.7084m/z",1.0861,0.11922
"624.73_922.7126m/z",0.92071,-0.11918
"397.62_1569.2153m/z",1.0861,0.11917
"457.85_908.6736m/z",1.0861,0.11915
"61.23_764.5551m/z",1.0861,0.11909
"64.76_909.6542m/z",1.086,0.11907
"388.15_761.802m/z",0.92079,-0.11906
"633.86_135.1173m/z",0.92079,-0.11905
"366.02_740.5238m/z",0.92088,-0.11891
"432.98_618.5823m/z",1.0859,0.11889
"401.16_762.5934m/z",1.0858,0.11873
"387.92_914.4856m/z",0.92105,-0.11865
"PC(14:0/18:2)",1.0857,0.11863
"596.33_932.7963m/z",1.0857,0.11861
"401.16_746.6258m/z",1.0856,0.11848
"351.08_706.5945m/z",1.0855,0.11835
"344.92_690.5432m/z",1.0854,0.11825
"430.47_1625.3101m/z",1.0854,0.11825
"L6PL",1.0854,0.11822
"269.29_863.6297m/z",1.0854,0.11821
"459.44_814.6893m/z",1.0853,0.11816
"336.25_1428.1299m/z",0.92136,-0.11816
"270.2_559.4704m/z",1.0852,0.118
"359.52_792.5907m/z",0.92154,-0.11788
"387.01_1529.1763m/z",1.085,0.11776
"459.1_816.6911m/z",1.085,0.11774
"351.08_705.5911m/z",1.085,0.1177
"478.84_378.3735m/z",1.085,0.11765
"601.81_577.5187m/z",0.92169,-0.11764
"59.18_1042.7359m/z",1.0849,0.1175
"H4A1",1.0848,0.11741
"73.89_618.2789m/z",1.0847,0.11734
"634.08_899.7909m/z",1.0847,0.11726
"105.38_571.3593m/z",0.92211,-0.11699
"464.01_695.5937m/z",0.92212,-0.11697
"440.05_790.6323m/z",1.0844,0.11689
"150.43_459.2577m/z",1.0843,0.11683
"456.94_730.5746m/z",0.92228,-0.11672
"688.49_936.888m/z",0.92233,-0.11664
"SM(d16:1/20:0)",0.92234,-0.11662
"509.29_646.6154m/z",0.92242,-0.1165
"317.31_445.3678m/z",1.0841,0.11644
"370.58_1620.1873m/z",0.92253,-0.11633
