"","Fold Change","log2(FC)"
"Octadecatrienoylcarnitine CAR(18:3)_2",1.5666,0.64767
"356.56_1593.1624m/z",0.63832,-0.64765
"377.88_870.6119m/z",1.566,0.64706
"440.96_402.8078m/z",1.5658,0.64692
"99.44_564.3304m/z",1.5655,0.64662
"573.06_875.7369m/z",0.6388,-0.64656
"250.12_393.3147m/z",0.63885,-0.64645
"123.73_285.1767m/z",1.5651,0.64627
"491.5_661.5348m/z",0.63905,-0.64599
"96.71_281.6499m/z",0.63927,-0.6455
"103.55_431.2184m/z",1.564,0.64527
"502.22_904.7167m/z",1.5638,0.6451
"376.28_869.5441m/z",1.5637,0.64497
"71.15_396.3112m/z",1.5635,0.64477
"387.92_1520.6355m/z",0.63962,-0.64471
"406.86_736.5279m/z",0.63971,-0.64451
"63.62_381.3155m/z",1.563,0.64436
"305.22_552.5064m/z",0.63983,-0.64423
"617.88_910.7875m/z",0.63985,-0.64418
"296.21_626.5226m/z",1.5628,0.64415
"582.87_897.7646m/z",0.63988,-0.64413
"195.6_649.5149m/z",1.5628,0.64409
"75.03_413.2672m/z",0.6403,-0.64319
"269.52_601.4795m/z",0.64046,-0.64281
"305.67_838.5589m/z",0.64057,-0.64257
"636.14_868.7465m/z",0.64058,-0.64255
"560.05_685.5523m/z",1.561,0.64243
"99.44_504.3093m/z",1.5607,0.64217
"635.23_565.5163m/z",0.64106,-0.64147
"498.11_810.6804m/z",0.64112,-0.64134
"654.39_937.7672m/z",0.64123,-0.64108
"319.59_911.5559m/z",0.64162,-0.64022
"639.56_1026.72m/z",0.64171,-0.64001
"503.59_855.707m/z",0.64175,-0.63991
"400.47_867.6586m/z",1.5578,0.63953
"362.72_733.5595m/z",1.5578,0.63951
"669.56_973.9463m/z",0.64219,-0.63893
"418.04_404.7947m/z",1.5571,0.63884
"465.15_438.3364m/z",1.5569,0.63865
"611.04_550.4915m/z",0.64241,-0.63844
"114.73_571.3597m/z",1.5566,0.63836
"402.3_307.3005m/z",0.64252,-0.63819
"301.0_860.5372m/z",1.5562,0.63806
"480.66_448.8274m/z",0.6427,-0.63779
"430.7_812.0113m/z",1.5552,0.6371
"83.24_406.1994m/z",0.64301,-0.63708
"365.79_808.4702m/z",1.5551,0.63704
"72.06_508.172m/z",1.5551,0.637
"530.51_659.6532m/z",0.64306,-0.63697
"396.14_822.505m/z",1.5549,0.63684
"517.51_692.6648m/z",0.64325,-0.63655
"611.5_811.7198m/z",0.64327,-0.6365
"660.78_907.8444m/z",0.64331,-0.63642
"434.8_408.2989m/z",0.64338,-0.63625
"LPC(22:4/0:0)",1.5541,0.63609
"517.5_695.6383m/z",0.64347,-0.63606
"379.25_553.4371m/z",0.64367,-0.63562
"288.91_831.5013m/z",1.5533,0.63532
"614.92_975.8215m/z",0.64385,-0.6352
"634.54_981.7914m/z",0.64386,-0.63519
"590.85_359.273m/z",1.5531,0.63512
"DG(36:4)_1; DG(18:2/18:2) | DG(18:1/18:3)",1.5527,0.63481
"329.63_796.5501m/z",0.64418,-0.63446
"346.52_1132.8728m/z",0.64438,-0.63403
"356.56_1589.1381m/z",0.64442,-0.63394
"100.36_259.1603m/z",1.5517,0.63386
"300.78_397.3457m/z",0.64457,-0.63359
"421.35_831.6315m/z",1.5514,0.63353
"464.69_778.6581m/z",0.64496,-0.63272
"627.47_831.7451m/z",0.64501,-0.63262
"390.89_547.4709m/z",0.64507,-0.63247
"333.74_798.5652m/z",1.5501,0.63235
"413.25_854.6253m/z",1.5501,0.63235
"99.9_261.6343m/z",0.64515,-0.63229
"385.87_1493.1953m/z",0.6453,-0.63196
"312.75_654.5313m/z",0.64544,-0.63164
"430.7_610.0232m/z",1.5493,0.6316
"653.25_869.8548m/z",0.64549,-0.63153
"325.53_394.7631m/z",0.64552,-0.63146
"582.87_900.7159m/z",0.64555,-0.6314
"376.97_830.5281m/z",1.549,0.63137
"306.59_782.5604m/z",0.64565,-0.63117
"355.87_1614.151m/z",0.6457,-0.63105
"660.78_631.5666m/z",0.64579,-0.63087
"103.55_428.1957m/z",1.5483,0.63067
"333.74_841.5788m/z",1.548,0.6304
"103.32_476.2775m/z",1.5479,0.63035
"286.86_577.5085m/z",1.5479,0.63034
"329.86_388.7636m/z",0.64607,-0.63023
"375.83_845.4926m/z",0.64609,-0.63019
"604.09_603.5345m/z",0.64619,-0.62998
"151.8_278.2238m/z",1.5475,0.62993
"99.67_527.297m/z",0.64622,-0.6299
"100.13_523.3487m/z",1.5474,0.62986
"653.48_603.5352m/z",0.64625,-0.62984
"652.57_913.7539m/z",0.64626,-0.62982
"301.0_859.5336m/z",1.5474,0.62981
"464.92_436.8286m/z",1.547,0.6295
"654.16_921.7898m/z",0.64657,-0.62912
"588.8_720.5777m/z",0.6466,-0.62905
"421.69_774.6245m/z",1.5465,0.62898
"615.38_885.7752m/z",0.64663,-0.62898
"L2TG",1.5465,0.62897
"376.97_719.5416m/z",1.5459,0.62845
"381.53_1537.1804m/z",0.64718,-0.62777
"333.74_842.5815m/z",1.5446,0.62723
"470.17_873.7022m/z",1.5438,0.62645
"288.91_836.5276m/z",1.5437,0.62638
"325.64_395.2656m/z",0.64787,-0.62622
"133.55_557.3477m/z",1.5433,0.62606
"287.09_569.454m/z",1.5433,0.62605
"LPE(22:6/0:0)",0.64802,-0.62588
"100.58_419.2562m/z",1.5426,0.62538
"333.74_799.5688m/z",1.5425,0.62525
"377.2_795.58m/z",1.5423,0.62508
"639.33_955.8428m/z",0.64842,-0.62499
"375.37_696.5792m/z",0.64844,-0.62496
"639.79_905.7588m/z",0.6485,-0.62481
"V4TG",0.64852,-0.62478
"253.32_416.3649m/z",1.5419,0.62475
"Formic acid",1.5416,0.62439
"196.63_445.3675m/z",1.5414,0.62426
"269.29_556.4549m/z",0.64879,-0.62417
"376.97_832.5344m/z",1.5413,0.62411
"377.88_876.514m/z",1.5413,0.62411
"410.05_843.5708m/z",1.5412,0.62409
"184.31_523.4304m/z",0.6489,-0.62394
"325.75_807.5744m/z",0.64894,-0.62385
"288.91_835.5243m/z",1.5409,0.62373
"LPC(22:6/0:0)",0.64909,-0.6235
"361.98_775.5495m/z",0.64939,-0.62283
"Decanoylcarnitine CAR(10:0)",1.5396,0.62252
"426.59_1575.2698m/z",0.64971,-0.62214
"375.83_844.4893m/z",0.64982,-0.62189
"581.96_727.5539m/z",0.64997,-0.62155
"469.94_605.4654m/z",1.5385,0.6215
"345.6_851.5638m/z",0.65013,-0.62119
"376.97_779.5629m/z",1.5378,0.62082
"357.92_721.559m/z",1.5375,0.62055
"112.68_498.8694m/z",0.65061,-0.62012
"391.34_753.564m/z",0.65099,-0.61929
"319.37_804.5561m/z",0.65101,-0.61924
"674.12_607.5652m/z",0.65103,-0.61921
"333.51_879.5343m/z",1.5358,0.61899
"111.08_270.6577m/z",1.5356,0.61879
"111.31_271.1612m/z",1.5355,0.61867
"470.39_912.6635m/z",1.5352,0.61844
"480.44_449.3312m/z",0.65171,-0.61769
"354.05_742.5746m/z",0.6518,-0.61751
"111.08_271.6654m/z",1.5337,0.61698
"644.92_878.035m/z",0.65203,-0.61698
"124.42_479.2967m/z",1.5334,0.61671
"440.97_403.3124m/z",1.5333,0.61668
"331.91_411.7849m/z",0.65232,-0.61635
"491.27_936.702m/z",1.533,0.61633
"406.63_640.5003m/z",1.5329,0.61626
"319.82_402.2738m/z",0.65238,-0.61622
"328.26_981.5057m/z",1.5325,0.61585
"597.93_972.7964m/z",0.65263,-0.61566
"637.96_891.8128m/z",0.65265,-0.61562
"588.57_371.3589m/z",0.65267,-0.61556
"354.73_762.5087m/z",0.65286,-0.61516
"660.78_632.5701m/z",0.65287,-0.61513
"408.0_925.6467m/z",1.5315,0.61497
"616.29_899.0172m/z",1.5315,0.61491
"96.71_569.3437m/z",0.65298,-0.61489
"Octadecatrienoic acid FA(18:3)_1",0.65307,-0.61469
"491.5_616.5015m/z",0.65308,-0.61467
"96.71_568.3403m/z",0.65328,-0.61424
"123.51_572.3718m/z",1.5304,0.6139
"306.36_805.5594m/z",0.65345,-0.61384
"81.65_473.2274m/z",1.5302,0.61373
"480.55_450.3384m/z",0.65364,-0.61343
"PC(18:2/20:4)",1.5293,0.61286
"330.09_549.4056m/z",1.5291,0.61268
"611.27_829.7293m/z",0.6541,-0.61241
"269.75_486.2748m/z",0.65425,-0.61209
"588.8_901.6535m/z",0.65434,-0.61189
"99.44_618.3075m/z",1.528,0.61167
"130.58_277.2168m/z",0.65458,-0.61135
"288.91_834.5216m/z",1.5277,0.61135
"364.65_825.5853m/z",1.5267,0.6104
"221.95_521.4198m/z",1.5264,0.61013
"407.54_599.5041m/z",1.5263,0.61008
"184.08_521.3297m/z",1.5263,0.61005
"64.08_510.3379m/z",0.65526,-0.60987
"99.21_524.278m/z",0.65537,-0.60962
"354.96_764.5252m/z",0.6554,-0.60955
"348.57_403.2805m/z",1.5252,0.609
"103.32_235.6185m/z",1.5248,0.60863
"588.57_860.6667m/z",1.5245,0.60836
"533.02_708.6967m/z",0.656,-0.60823
"371.72_1580.1705m/z",0.65601,-0.60821
"334.88_782.5706m/z",1.5242,0.60801
"142.67_328.2358m/z",0.65611,-0.608
"102.86_574.2548m/z",1.524,0.60789
"622.68_909.7818m/z",0.65621,-0.60777
"354.96_765.5288m/z",0.65631,-0.60756
"464.92_435.8209m/z",1.5235,0.60742
"606.71_944.7258m/z",0.65646,-0.60721
"116.1_442.3512m/z",1.5232,0.60715
"387.92_796.6149m/z",1.5232,0.60711
"406.6_854.6269m/z",1.5232,0.6071
"627.47_833.752m/z",0.65655,-0.60702
"99.44_617.3049m/z",1.5229,0.60683
"LPA(20:3/0:0)",1.5229,0.6068
"123.51_573.3761m/z",1.5226,0.60651
"103.55_475.2688m/z",1.5221,0.60606
"99.44_580.3518m/z",1.5221,0.60602
"329.18_1125.4655m/z",1.5215,0.60553
"49.37_312.1591m/z",0.65724,-0.6055
"LPE(0:0/18:2)",1.5215,0.60549
"103.55_474.2624m/z",1.5215,0.60547
"277.28_279.2309m/z",1.5211,0.60515
"186.36_535.3984m/z",1.521,0.60499
"335.11_116.9274m/z",1.5208,0.60487
"635.0_841.8248m/z",0.65761,-0.60469
"464.01_661.5218m/z",0.65769,-0.60453
"317.31_909.5448m/z",0.6577,-0.60449
"346.52_711.5808m/z",1.5204,0.60446
"480.66_449.8357m/z",0.65776,-0.60437
"277.73_550.4916m/z",0.65778,-0.60433
"270.2_579.4374m/z",1.5203,0.60431
"345.6_850.5604m/z",0.65783,-0.60421
"472.45_866.6635m/z",1.52,0.60405
"379.02_750.6091m/z",0.65806,-0.60371
"387.92_794.6075m/z",1.5195,0.60364
"627.47_832.7489m/z",0.65811,-0.6036
"329.86_388.2593m/z",0.65824,-0.60331
"431.38_588.5126m/z",1.5191,0.60318
"588.8_857.6452m/z",1.5188,0.6029
"408.68_1586.2144m/z",0.65855,-0.60264
"428.42_1604.2542m/z",0.65861,-0.60251
"354.73_623.5045m/z",0.65883,-0.60203
"349.03_550.4922m/z",1.5178,0.60202
"334.42_100.933m/z",1.5177,0.60188
"378.11_1527.1675m/z",0.65893,-0.60181
"367.85_800.5817m/z",1.5176,0.6018
"661.01_604.5387m/z",0.65896,-0.60174
"L3TG",1.5174,0.60162
"317.54_904.5105m/z",0.65904,-0.60156
"362.03_776.5525m/z",0.65909,-0.60145
"456.82_577.5198m/z",0.65927,-0.60106
"627.7_848.7718m/z",0.65932,-0.60095
"LPE(0:0/22:6)",0.65937,-0.60083
"327.58_859.5334m/z",1.5165,0.60076
"441.88_386.3416m/z",1.5164,0.60063
"401.16_751.5482m/z",0.65948,-0.6006
"644.81_842.7692m/z",0.65949,-0.60058
"333.74_840.575m/z",1.5161,0.60034
"96.71_582.3195m/z",0.65976,-0.59998
"430.92_825.6546m/z",1.5156,0.59986
"408.68_1587.2173m/z",0.65982,-0.59985
"387.92_795.6116m/z",1.5148,0.5991
"100.13_634.312m/z",1.5146,0.59895
"661.01_603.5353m/z",0.66029,-0.59882
"356.79_1590.153m/z",0.66035,-0.59869
"620.17_562.492m/z",0.66045,-0.59849
"264.73_396.3009m/z",1.5141,0.59847
"381.31_796.6087m/z",1.5138,0.59818
"LDTG",1.5134,0.59782
"PI(34:2)",1.5134,0.59778
"611.27_846.9782m/z",0.66081,-0.59769
"368.75_883.5554m/z",1.5127,0.59714
"432.52_558.2945m/z",1.5127,0.59711
"543.74_646.6501m/z",0.6611,-0.59706
"100.36_382.1994m/z",1.5124,0.59684
"99.44_616.3016m/z",1.5121,0.59654
"401.84_932.5777m/z",1.5121,0.59654
"366.48_1605.1709m/z",0.66135,-0.59651
"348.11_770.5706m/z",1.512,0.59642
"DG(16:0/18:1)",0.66154,-0.5961
"72.75_613.2326m/z",1.5112,0.59569
"542.83_367.3363m/z",0.66175,-0.59564
"599.75_919.7088m/z",1.5111,0.59556
"412.79_880.6393m/z",1.5108,0.59536
"441.88_826.6812m/z",1.5107,0.59517
"IDFC",0.66206,-0.59496
"627.7_848.6432m/z",0.66218,-0.59471
"96.71_567.3278m/z",0.66222,-0.59461
"100.13_504.3354m/z",1.51,0.59458
"103.32_238.1372m/z",1.5096,0.59414
"611.04_549.4878m/z",0.66247,-0.59407
"578.3_975.7769m/z",0.66277,-0.59343
"606.7_928.7476m/z",0.66278,-0.59339
"324.84_771.5376m/z",1.5086,0.59326
"L1TG",1.5085,0.59312
"269.75_650.5313m/z",0.66293,-0.59306
"654.39_916.8346m/z",0.66306,-0.5928
"365.79_716.5137m/z",1.5081,0.59278
"577.39_782.7375m/z",1.5081,0.59271
"151.8_279.2308m/z",1.5079,0.59257
"435.72_431.3828m/z",1.5078,0.59245
"508.15_794.6876m/z",0.66324,-0.59239
"652.57_893.8288m/z",0.66335,-0.59216
"100.13_547.3504m/z",1.5073,0.59199
"508.84_648.6292m/z",0.66347,-0.5919
"491.27_782.6777m/z",0.6636,-0.59162
"111.08_562.3511m/z",1.5068,0.59152
"Glutamine",1.5068,0.59146
"392.71_783.6378m/z",1.5066,0.59134
"Cer(d19:1/24:0)",0.66375,-0.59128
"138.11_494.3606m/z",0.66377,-0.59124
"376.97_718.5386m/z",1.5065,0.59122
"620.85_884.6877m/z",1.5065,0.5912
"354.5_786.5071m/z",0.66384,-0.59109
"133.55_585.3774m/z",1.5059,0.59063
"456.71_578.5233m/z",0.66408,-0.59056
"96.71_682.3118m/z",0.66436,-0.58997
"LPA(18:1/0:0)",1.505,0.58972
"649.83_940.8348m/z",0.66451,-0.58963
"111.99_1088.6357m/z",0.66463,-0.58938
"269.52_581.5127m/z",0.66464,-0.58936
"387.92_816.5904m/z",1.5044,0.58915
"81.87_418.2437m/z",1.5042,0.58904
"420.32_432.2877m/z",1.5035,0.58834
"466.52_424.3234m/z",1.5033,0.58817
"376.06_607.5091m/z",0.66525,-0.58803
"355.42_1525.1459m/z",0.66528,-0.58797
"345.6_825.5522m/z",1.503,0.58787
"456.02_797.5894m/z",0.66535,-0.58782
"329.86_389.2665m/z",0.66553,-0.58743
"386.1_873.5584m/z",0.66563,-0.5872
"434.58_407.296m/z",0.66575,-0.58694
"376.97_929.511m/z",1.502,0.58689
"592.91_916.6949m/z",0.66621,-0.58595
"434.8_812.5859m/z",0.66628,-0.58581
"288.91_833.5179m/z",1.5005,0.58548
"634.54_853.7273m/z",0.66643,-0.58548
"640.24_901.8068m/z",0.66644,-0.58546
"365.11_812.5958m/z",1.5002,0.58516
"305.22_413.3779m/z",0.66666,-0.58498
"533.02_600.6081m/z",0.66669,-0.58491
"317.31_906.5254m/z",0.66677,-0.58473
"283.44_431.3827m/z",1.4997,0.58465
"326.67_655.5575m/z",0.66685,-0.58457
"354.96_876.5851m/z",0.66696,-0.58432
"H1A1",1.4993,0.58432
"115.19_544.3398m/z",1.4992,0.5842
"387.92_817.5938m/z",1.4989,0.5839
"Proline",0.66717,-0.58388
"99.44_834.2372m/z",1.4988,0.58382
"111.08_563.3546m/z",1.4988,0.58378
"597.01_899.7128m/z",0.66731,-0.58356
"49.37_311.1522m/z",0.66735,-0.58348
"PC(18:2/18:2)",1.4981,0.58314
"424.31_828.6125m/z",1.498,0.58308
"327.58_860.5371m/z",1.4978,0.58282
"457.16_752.6421m/z",0.66768,-0.58278
"179.86_489.3563m/z",1.4974,0.58243
"473.59_766.6565m/z",0.66802,-0.58204
"99.44_579.3492m/z",1.4967,0.58179
"589.71_869.7429m/z",0.66816,-0.58174
"103.55_237.6336m/z",1.4962,0.58131
"415.53_778.5683m/z",0.66839,-0.58124
"151.8_277.2167m/z",1.4958,0.58092
"470.62_830.6883m/z",1.4957,0.58086
"581.96_709.5511m/z",0.66861,-0.58077
"611.5_812.7222m/z",0.66865,-0.58068
"635.91_870.751m/z",0.66878,-0.58041
"HexCer(d18:1/24:0)",0.66881,-0.58033
"512.48_720.65m/z",0.66887,-0.58021
"446.21_602.5871m/z",0.66887,-0.5802
"609.9_948.8029m/z",0.66889,-0.58017
"320.05_747.6021m/z",1.4949,0.58002
"300.78_398.3535m/z",0.66897,-0.57998
"111.08_398.1945m/z",1.4946,0.57979
"652.79_914.7531m/z",0.66906,-0.57978
"269.29_579.4974m/z",0.66929,-0.5793
"357.93_720.556m/z",1.494,0.57922
"300.55_396.3375m/z",0.66943,-0.579
"277.51_278.2237m/z",1.4938,0.57899
"304.99_412.3692m/z",0.66955,-0.57873
"94.65_331.2254m/z",1.4934,0.57858
"VLPL",0.66972,-0.57836
"288.68_829.4866m/z",1.4929,0.57814
"533.25_694.6356m/z",0.66996,-0.57785
"388.15_1162.3556m/z",0.67,-0.57777
"469.71_410.3983m/z",1.492,0.57728
"282.98_405.3147m/z",0.67037,-0.57697
"328.95_378.7768m/z",0.67042,-0.57687
"292.34_427.8159m/z",0.67046,-0.57677
"99.44_715.2818m/z",1.4912,0.57649
"442.33_618.6087m/z",0.67098,-0.57567
"100.13_258.1533m/z",1.4903,0.57561
"456.94_779.6598m/z",0.67103,-0.57554
"642.53_1228.5751m/z",0.67104,-0.57553
"346.52_728.5784m/z",1.4901,0.57545
"369.9_1568.1678m/z",0.67114,-0.57531
"325.53_857.5172m/z",1.4899,0.57524
"270.43_531.441m/z",1.4893,0.57462
"368.75_881.5503m/z",1.4891,0.57445
"300.55_395.3311m/z",0.67157,-0.5744
"72.06_329.1141m/z",1.4889,0.57426
"329.86_644.4294m/z",0.67163,-0.57425
"371.04_896.6125m/z",1.4888,0.57418
"392.71_731.6063m/z",0.67183,-0.57384
"285.03_277.2166m/z",1.4884,0.57378
"462.64_983.8853m/z",0.67186,-0.57376
"279.56_807.5023m/z",0.67192,-0.57364
"500.17_707.6849m/z",0.67195,-0.57357
"338.76_740.5235m/z",1.4882,0.57355
"103.32_430.2107m/z",1.4881,0.57343
"378.79_765.5265m/z",0.67219,-0.57305
"407.32_739.5473m/z",0.67233,-0.57277
"334.88_783.5741m/z",1.4871,0.57254
"334.88_784.5773m/z",1.4869,0.57233
"627.7_849.7754m/z",0.67274,-0.57188
"378.11_1578.1791m/z",0.67318,-0.57093
"Acetone",0.67321,-0.57088
"644.58_581.5375m/z",0.67321,-0.57087
"HexCer(d18:1/22:0)",0.67333,-0.57062
"288.68_830.4903m/z",1.4851,0.57055
"H1PL",1.4849,0.57033
"369.67_1569.1712m/z",0.6735,-0.57025
"379.48_559.9487m/z",1.4844,0.56984
"400.24_831.6382m/z",1.4843,0.56982
"352.68_824.5802m/z",0.67379,-0.56963
"321.19_854.571m/z",0.67381,-0.56958
"72.06_585.2695m/z",0.67394,-0.56931
"599.98_1022.689m/z",1.4837,0.56923
"508.15_870.7037m/z",0.67417,-0.56882
"330.09_548.4018m/z",1.4831,0.56859
"Hexadecenoylcarnitine CAR(16:1)_1",1.4829,0.56846
"644.58_579.528m/z",0.67438,-0.56838
"99.44_578.3459m/z",1.4827,0.56826
"437.54_788.6814m/z",1.4827,0.56821
"205.3_545.4162m/z",1.4826,0.56811
"428.42_1603.2534m/z",0.67455,-0.56799
"TG(54:6)_1",1.4824,0.56793
"406.4_639.4964m/z",1.4821,0.56769
"628.38_975.822m/z",0.67477,-0.56754
"599.98_898.7786m/z",1.4815,0.56705
"566.44_776.6779m/z",0.6751,-0.56682
"508.15_834.6803m/z",0.67517,-0.56668
"615.49_916.7487m/z",0.67519,-0.56664
"584.69_928.7778m/z",1.4807,0.56623
"335.11_1589.138m/z",1.4803,0.56587
"659.41_915.8941m/z",0.67556,-0.56583
"376.97_1048.4657m/z",1.4797,0.56529
"470.17_437.1761m/z",1.4795,0.56507
"363.97_904.5468m/z",1.4794,0.56506
"PE(O-18:1/22:6) and/or PE(P-18:0/22:6)",0.67609,-0.56472
"111.08_660.3278m/z",1.479,0.56458
"616.29_863.7504m/z",1.479,0.56458
"434.8_406.7929m/z",0.67618,-0.56453
"415.53_776.5606m/z",0.67618,-0.56452
"339.9_758.5613m/z",1.4788,0.56438
"600.44_601.5175m/z",0.67631,-0.56425
"233.82_593.4778m/z",0.67632,-0.56422
"354.05_743.5773m/z",0.67644,-0.56397
"72.06_509.1755m/z",1.4778,0.56348
"132.4_228.2043m/z",0.67681,-0.56317
"111.31_272.169m/z",1.477,0.56263
"132.4_227.201m/z",0.67723,-0.56229
"458.3_132.9228m/z",1.4764,0.56209
"345.6_826.5554m/z",1.4761,0.56183
"654.39_917.8379m/z",0.67746,-0.56179
"464.01_621.5422m/z",0.67751,-0.56168
"543.52_680.6559m/z",0.67802,-0.56061
"446.21_870.6164m/z",0.67802,-0.5606
"88.26_421.2259m/z",0.67804,-0.56056
"PC(18:0/22:4)",1.4747,0.56046
"H2PL",1.4744,0.56015
"142.9_326.2241m/z",0.67825,-0.56011
"342.41_390.2746m/z",0.67831,-0.55998
"472.91_833.6698m/z",0.67835,-0.55989
"366.02_551.4221m/z",0.67841,-0.55978
"345.6_865.5787m/z",0.67845,-0.55968
"430.7_811.8876m/z",1.4734,0.55913
"581.96_369.3518m/z",0.67908,-0.55834
"582.87_916.6946m/z",0.67912,-0.55827
"333.74_800.5721m/z",1.4721,0.55791
"307.05_279.2306m/z",1.4719,0.55771
"333.97_518.9076m/z",0.67941,-0.55765
"508.15_835.6839m/z",0.67951,-0.55743
"491.5_618.6172m/z",0.67952,-0.5574
"111.53_548.3624m/z",1.4714,0.55722
"382.9_774.536m/z",0.67976,-0.55691
"H1CH",1.4711,0.55691
"413.71_822.6378m/z",1.4711,0.55688
"422.37_838.6338m/z",1.471,0.55682
"616.29_912.7966m/z",0.67988,-0.55664
"317.54_651.5351m/z",0.67992,-0.55657
"599.75_918.707m/z",1.4706,0.5564
"431.15_925.6447m/z",1.4705,0.5563
"Hexadecadienoylcarnitine CAR(16:2)",1.4704,0.55623
"458.31_886.7474m/z",0.68008,-0.55622
"PI(16:0/16:1)",0.68012,-0.55614
"396.82_724.5278m/z",1.4703,0.55612
"DG(18:0/16:0)",0.68019,-0.55598
"174.16_279.231m/z",1.4699,0.55568
"442.1_423.1605m/z",1.4698,0.55566
"568.95_429.373m/z",1.4698,0.55566
"517.51_650.6201m/z",0.68047,-0.55541
"397.5_1668.1521m/z",1.4694,0.55518
"Myristic acid FA(14:0)",0.68059,-0.55513
"456.71_200.8583m/z",1.4692,0.55501
"455.57_589.4786m/z",0.68078,-0.55474
"627.7_850.7785m/z",0.68079,-0.55471
"441.19_403.8156m/z",1.4687,0.55453
"615.38_601.5188m/z",1.4687,0.55453
"306.36_388.7632m/z",0.68107,-0.55413
"485.56_579.5352m/z",0.68113,-0.55401
"588.8_858.6516m/z",1.468,0.5539
"434.8_407.7979m/z",0.68156,-0.55309
"660.78_909.7903m/z",0.68157,-0.55307
"430.24_1028.5916m/z",1.4671,0.55295
"439.37_755.5792m/z",0.68169,-0.55282
"405.72_568.3408m/z",0.68185,-0.55248
"364.42_792.5545m/z",1.4664,0.5523
"644.58_578.5233m/z",0.68195,-0.55225
"588.8_370.3554m/z",0.68203,-0.55209
"384.73_599.5004m/z",1.4661,0.55196
"334.88_785.5805m/z",1.4659,0.5518
"412.33_933.581m/z",1.4659,0.55178
"458.08_867.6694m/z",1.4658,0.55164
"397.96_1612.1925m/z",1.4655,0.55144
"421.23_409.1448m/z",1.4654,0.5513
"599.98_902.7311m/z",1.4653,0.55121
"366.02_550.4178m/z",0.68246,-0.55119
"100.13_522.3463m/z",1.4653,0.55117
"430.24_602.5083m/z",1.4649,0.55079
"332.14_412.7897m/z",0.68287,-0.55032
"409.14_1148.4938m/z",1.4644,0.55029
"131.95_278.2241m/z",0.68296,-0.55013
"334.65_764.5843m/z",1.4642,0.55009
"314.8_401.2668m/z",0.68306,-0.54991
"442.1_437.1761m/z",1.4638,0.54976
"606.93_891.6939m/z",0.68319,-0.54964
"644.58_577.52m/z",0.68334,-0.54933
"198.0_516.3786m/z",1.4634,0.54931
"TG(50:2)",0.68337,-0.54925
"299.41_856.5093m/z",1.4631,0.54905
"335.11_1080.8411m/z",1.4631,0.549
"277.51_277.2166m/z",1.4624,0.5483
"396.13_1005.5411m/z",1.4621,0.54806
"368.19_1595.1785m/z",0.68397,-0.54799
"660.78_911.797m/z",0.68399,-0.54794
"460.59_875.6737m/z",1.4619,0.54783
"LPI(0:0/18:1)",0.68417,-0.54757
"383.59_1504.1737m/z",0.68417,-0.54757
"397.96_1613.183m/z",1.4616,0.54756
"599.98_901.7277m/z",1.4615,0.54741
"611.27_1091.6287m/z",0.68439,-0.54711
"599.98_899.7812m/z",1.461,0.54693
"397.05_1791.1306m/z",1.4606,0.54655
"588.8_736.5675m/z",0.68467,-0.54651
"210.32_593.4781m/z",1.4605,0.54643
"397.73_1767.132m/z",1.4598,0.54577
"316.63_725.5598m/z",1.4597,0.54568
"277.51_276.2083m/z",1.4594,0.54533
"465.61_1012.9246m/z",0.68547,-0.54484
"436.63_872.6388m/z",1.4587,0.5447
"329.86_876.5162m/z",0.68571,-0.54432
"471.54_391.3768m/z",1.4582,0.54421
"186.82_249.1852m/z",1.4578,0.54381
"346.74_558.9375m/z",1.4578,0.54381
"346.74_830.5613m/z",0.686,-0.54372
"378.57_718.5754m/z",1.4577,0.54366
"91.68_458.2426m/z",1.4575,0.54349
"606.93_905.7572m/z",0.68611,-0.54349
"357.92_874.5143m/z",1.4572,0.54321
"350.62_474.201m/z",1.457,0.54301
"636.82_590.5233m/z",0.68658,-0.54251
"334.43_805.5579m/z",1.4564,0.54245
"599.98_897.7753m/z",1.4562,0.54223
"133.55_571.327m/z",1.4562,0.5422
"100.13_524.3512m/z",1.456,0.54199
"286.86_576.5068m/z",1.4557,0.54175
"333.97_599.5036m/z",1.4556,0.54159
"431.15_907.6338m/z",1.4552,0.54122
"456.48_617.5121m/z",0.68728,-0.54104
"302.6_436.2941m/z",1.455,0.54099
"317.54_905.5189m/z",0.68738,-0.54081
"627.47_851.7822m/z",0.68739,-0.5408
"82.79_257.6498m/z",0.68747,-0.54064
"286.17_396.3377m/z",0.68751,-0.54056
"133.55_556.3382m/z",1.4541,0.54012
"277.73_489.405m/z",1.4541,0.54008
"440.74_435.8214m/z",0.68778,-0.53998
"342.64_774.5627m/z",1.4539,0.53989
"250.12_395.331m/z",0.68788,-0.53977
"96.71_570.3468m/z",0.688,-0.53951
"441.88_630.6153m/z",1.4534,0.53945
"100.13_502.3296m/z",1.4533,0.53933
"326.67_654.5542m/z",0.6881,-0.53931
"376.74_832.5956m/z",1.4532,0.53923
"72.06_627.2097m/z",1.4532,0.53921
"250.12_378.3268m/z",0.6882,-0.53911
"379.48_559.4465m/z",1.453,0.53899
"369.9_900.5247m/z",1.4528,0.53884
"417.12_858.6201m/z",1.4523,0.5383
"286.86_575.5037m/z",1.4522,0.53822
"636.48_886.7166m/z",0.68865,-0.53815
"118.84_395.295m/z",1.452,0.53801
"525.04_644.6343m/z",0.68881,-0.53782
