"","Fold Change","log2(FC)"
"LPA(18:1/0:0)",0.6205,-0.68849
"447.58_875.6735m/z",1.6108,0.68779
"591.08_637.4969m/z",0.62083,-0.68774
"358.84_788.5424m/z",0.62091,-0.68754
"301.0_860.5372m/z",0.62104,-0.68725
"3-Hydroxybutyric acid",0.62108,-0.68714
"304.99_412.3692m/z",1.61,0.68703
"365.1_836.4841m/z",0.62115,-0.68698
"355.87_828.5664m/z",0.62117,-0.68694
"177.58_591.3114m/z",0.62147,-0.68625
"401.84_932.5777m/z",0.62187,-0.68531
"288.91_836.5276m/z",0.62188,-0.68529
"363.97_904.5468m/z",0.62208,-0.68483
"111.99_810.2372m/z",0.62218,-0.68459
"341.95_841.5785m/z",0.62218,-0.68459
"356.33_827.5634m/z",0.62233,-0.68424
"181.46_429.3731m/z",0.62242,-0.68404
"250.12_380.3397m/z",1.6066,0.68399
"419.86_1073.5334m/z",0.62247,-0.68392
"368.75_1001.508m/z",0.62304,-0.68261
"380.62_812.5803m/z",0.62351,-0.68151
"405.94_865.5191m/z",0.62382,-0.6808
"81.65_472.2213m/z",0.6239,-0.6806
"LPI(22:5/0:0)",0.62397,-0.68046
"368.75_842.5908m/z",0.62405,-0.68026
"669.1_944.8657m/z",1.6023,0.68012
"356.33_826.5599m/z",0.62412,-0.68009
"167.77_255.2323m/z",0.62419,-0.67995
"151.34_563.2805m/z",0.62426,-0.67979
"PI(16:0/20:4)",0.62446,-0.67932
"584.01_362.2963m/z",0.62453,-0.67915
"81.87_456.2265m/z",0.62456,-0.67909
"91.46_597.3039m/z",0.62485,-0.67842
"144.73_958.2267m/z",0.62507,-0.67791
"99.44_641.3051m/z",0.62507,-0.6779
"395.22_932.5777m/z",0.62521,-0.6776
"496.28_1152.5808m/z",0.62546,-0.67701
"480.89_918.6957m/z",1.5987,0.67687
"606.7_797.734m/z",1.5984,0.67664
"363.96_1002.5209m/z",0.62563,-0.67662
"151.34_564.2839m/z",0.62588,-0.67605
"353.59_915.5867m/z",0.62635,-0.67496
"H1TG",0.6264,-0.67484
"290.05_855.5017m/z",0.62656,-0.67449
"81.87_459.2508m/z",0.62656,-0.67448
"666.14_593.5507m/z",1.5957,0.67416
"602.49_893.7097m/z",0.627,-0.67346
"318.22_759.5636m/z",0.62714,-0.67313
"603.17_524.4754m/z",1.5923,0.67113
"565.3_872.6925m/z",1.5917,0.6706
"376.28_825.584m/z",0.6283,-0.67048
"LPI(18:1/0:0)_1",0.62866,-0.66965
"301.0_859.5336m/z",0.62874,-0.66946
"K-EDTA",0.62876,-0.66942
"397.05_855.5948m/z",0.62896,-0.66897
"408.45_158.9749m/z",0.6295,-0.66771
"396.59_906.5625m/z",0.62966,-0.66736
"602.49_875.712m/z",1.5877,0.66694
"99.44_640.3016m/z",0.62999,-0.6666
"317.31_833.5172m/z",0.63001,-0.66655
"623.36_796.7399m/z",1.5872,0.66652
"384.5_978.5165m/z",0.63006,-0.66644
"341.72_840.5753m/z",0.63031,-0.66587
"111.99_312.1713m/z",0.63035,-0.66577
"409.6_1559.2222m/z",0.63041,-0.66564
"365.79_716.5137m/z",0.63058,-0.66524
"72.06_639.1583m/z",1.5858,0.66519
"396.59_907.5658m/z",0.63066,-0.66507
"290.05_884.5372m/z",0.631,-0.66429
"176.9_381.1732m/z",0.63101,-0.66428
"405.94_864.5156m/z",0.63101,-0.66427
"376.28_824.5806m/z",0.63109,-0.66408
"384.5_842.5908m/z",0.6311,-0.66406
"667.28_619.5668m/z",1.5832,0.66286
"365.33_738.5062m/z",0.63188,-0.66228
"247.16_423.3261m/z",0.63197,-0.66207
"160.47_480.3223m/z",0.63208,-0.66181
"582.87_894.7562m/z",1.5815,0.66128
"368.75_883.5554m/z",0.6325,-0.66087
"376.28_810.5625m/z",0.63268,-0.66045
"283.66_430.3788m/z",0.63274,-0.66032
"H1FC",0.63282,-0.66012
"623.82_383.3676m/z",1.5802,0.66007
"387.01_1580.1719m/z",0.63289,-0.65997
"380.62_1082.4853m/z",0.63305,-0.65962
"623.82_384.3717m/z",1.5796,0.65959
"355.64_879.5348m/z",0.63318,-0.65932
"588.8_815.6487m/z",1.5791,0.65907
"623.36_797.7433m/z",1.5784,0.65849
"431.38_755.5802m/z",1.578,0.6581
"680.28_591.5711m/z",1.5779,0.65805
"81.65_470.2054m/z",0.63387,-0.65775
"370.81_861.622m/z",0.63395,-0.65756
"408.23_115.9201m/z",0.63414,-0.65712
"606.7_799.6796m/z",1.5763,0.65658
"582.87_895.7592m/z",1.5762,0.65649
"377.88_1468.1392m/z",0.63442,-0.65649
"623.36_799.7494m/z",1.5759,0.65614
"332.83_903.5352m/z",0.6346,-0.65608
"PI(18:0/20:3)_2",0.63472,-0.65582
"72.06_585.2695m/z",1.5751,0.65542
"TG(46:0)",1.5748,0.65518
"341.72_878.531m/z",0.63507,-0.65501
"250.12_379.3358m/z",1.5743,0.65471
"356.33_766.5386m/z",0.63528,-0.65455
"582.87_899.7133m/z",1.574,0.65444
"144.73_569.3649m/z",0.63543,-0.65421
"376.06_863.5376m/z",0.63544,-0.65417
"508.38_986.7568m/z",0.63577,-0.65343
"380.62_752.5583m/z",0.63597,-0.65298
"381.3_840.5527m/z",0.63597,-0.65297
"181.46_432.3868m/z",0.63635,-0.65212
"396.82_794.5699m/z",0.63655,-0.65166
"356.33_767.5419m/z",0.63661,-0.65153
"LDTG",0.63682,-0.65103
"64.08_510.3379m/z",1.57,0.65078
"81.87_432.2248m/z",0.63701,-0.65061
"396.82_795.5732m/z",0.63712,-0.65037
"406.86_841.5216m/z",0.63733,-0.64989
"355.41_888.5682m/z",0.63751,-0.64947
"413.48_563.4651m/z",1.5684,0.64926
"348.11_732.8795m/z",1.5681,0.64899
"346.29_838.5526m/z",0.63786,-0.6487
"99.44_603.3492m/z",0.6379,-0.64861
"447.58_849.6575m/z",1.5676,0.6486
"582.87_916.6946m/z",1.5667,0.64776
"588.8_797.6639m/z",1.5666,0.64763
"H2CH",0.63836,-0.64756
"365.33_739.5095m/z",0.6384,-0.64748
"181.46_430.3804m/z",0.63855,-0.64714
"582.87_900.7159m/z",1.5659,0.64697
"458.53_115.9201m/z",0.63868,-0.64684
"332.83_902.532m/z",0.63883,-0.64649
"405.94_866.522m/z",0.63914,-0.64579
"PI(18:0/20:3)_3",0.63915,-0.64578
"491.27_936.702m/z",0.63935,-0.64533
"176.9_115.9202m/z",0.63936,-0.64531
"606.7_800.683m/z",1.5635,0.64477
"334.99_159.9757m/z",0.63963,-0.6447
"589.94_945.7754m/z",1.5632,0.64449
"288.91_831.5013m/z",0.63985,-0.6442
"99.44_738.2779m/z",0.63987,-0.64416
"447.58_874.67m/z",1.5628,0.64416
"633.63_397.3834m/z",1.5628,0.64415
"480.55_450.3384m/z",1.5628,0.64409
"111.99_481.3125m/z",0.63996,-0.64394
"420.09_804.628m/z",0.63999,-0.64387
"L1TG",0.64016,-0.64349
"289.6_857.5178m/z",0.6402,-0.6434
"NAPE(O-18:1/20:4/18:0) and/or NAPE(P-18:0/20:4/18:0)",0.64023,-0.64334
"307.73_557.4568m/z",0.64029,-0.64319
"LPA(20:4/0:0)",0.64045,-0.64283
"48.23_407.2795m/z",1.5611,0.64257
"413.48_524.4758m/z",1.561,0.6425
"396.82_854.5916m/z",0.64063,-0.64244
"561.42_788.6757m/z",1.5608,0.64228
"666.36_914.7691m/z",1.5606,0.64211
"355.64_878.5313m/z",0.64111,-0.64137
"356.1_841.5789m/z",0.6413,-0.64092
"99.44_602.3461m/z",0.64141,-0.64069
"623.36_798.7466m/z",1.5587,0.64035
"615.83_810.7476m/z",1.5583,0.64
"181.46_431.3841m/z",0.64173,-0.63997
"591.77_666.5337m/z",0.64179,-0.63983
"111.53_546.3561m/z",0.64185,-0.63968
"91.68_378.2408m/z",0.64188,-0.63962
"LPC(20:3/0:0)_1",0.64194,-0.63949
"606.7_802.6886m/z",1.5576,0.63936
"LPI(0:0/18:1)",0.64205,-0.63923
"405.72_768.5451m/z",0.64209,-0.63916
"462.87_444.3751m/z",0.64245,-0.63834
"Glycine",0.64247,-0.63831
"367.39_889.5795m/z",0.64248,-0.63829
"356.1_842.5817m/z",0.64255,-0.63811
"377.88_1470.1437m/z",0.64266,-0.63787
"508.15_409.1448m/z",0.64268,-0.63784
"290.05_883.5335m/z",0.64343,-0.63614
"589.03_804.7082m/z",1.5535,0.63554
"406.6_854.6269m/z",0.64416,-0.63452
"111.99_480.3092m/z",0.64416,-0.6345
"H2PL",0.64456,-0.63361
"387.01_724.519m/z",0.6446,-0.63352
"355.87_843.5823m/z",0.64461,-0.6335
"565.53_814.6918m/z",1.5513,0.63345
"353.36_759.5811m/z",0.64477,-0.63315
"590.4_604.5382m/z",1.5508,0.63299
"381.3_803.599m/z",0.64497,-0.63269
"79.14_479.2193m/z",0.64503,-0.63255
"420.32_432.2877m/z",0.64518,-0.63222
"Ca-EDTA",0.64544,-0.63164
"462.87_536.4383m/z",0.6457,-0.63105
"286.17_377.3212m/z",1.5487,0.63102
"400.47_777.5832m/z",0.64616,-0.63005
"470.17_873.7022m/z",0.64622,-0.62989
"363.96_905.5502m/z",0.64627,-0.6298
"553.21_903.7761m/z",1.5471,0.62957
"674.12_914.8158m/z",1.5471,0.62953
"618.11_697.5903m/z",0.64646,-0.62936
"247.16_424.3333m/z",0.6467,-0.62883
"L2TG",0.64682,-0.62856
"453.74_902.6924m/z",1.5459,0.62848
"81.87_457.2316m/z",0.64689,-0.62841
"428.19_1602.259m/z",0.64693,-0.62832
"355.41_887.5647m/z",0.64695,-0.62827
"289.82_853.4868m/z",0.64709,-0.62796
"396.82_869.6102m/z",0.64712,-0.6279
"345.83_834.5931m/z",0.64725,-0.6276
"355.19_905.5498m/z",0.64746,-0.62713
"429.33_826.641m/z",0.6475,-0.62704
"PI(34:1); PI(16:0/18:1)_2|PI(18:0/16:1)",0.64769,-0.62663
"PE(18:0/22:5)",0.64773,-0.62654
"662.83_891.821m/z",1.5435,0.6262
"288.91_835.5243m/z",0.64799,-0.62596
"317.31_837.5399m/z",0.64808,-0.62575
"582.87_897.7646m/z",1.543,0.62575
"144.73_509.3439m/z",0.64809,-0.62574
"582.87_915.6909m/z",1.5429,0.62568
"361.35_892.6004m/z",0.64826,-0.62535
"456.25_409.1448m/z",0.64828,-0.62532
"618.11_536.476m/z",1.5417,0.62452
"329.18_821.4729m/z",0.64865,-0.62449
"288.91_834.5216m/z",0.64874,-0.62428
"405.72_767.5419m/z",0.64898,-0.62376
"394.08_847.5078m/z",0.64905,-0.62359
"496.28_1271.5365m/z",0.64911,-0.62347
"151.34_565.2824m/z",0.64922,-0.62323
"648.69_840.7919m/z",1.5393,0.62228
"111.53_548.3624m/z",0.64978,-0.62197
"111.31_547.3596m/z",0.64985,-0.62182
"495.6_984.7415m/z",0.65026,-0.6209
"462.64_537.4418m/z",0.65033,-0.62076
"HDCH",0.65049,-0.6204
"81.65_469.1987m/z",0.6505,-0.62037
"356.55_1599.1379m/z",0.65055,-0.62027
"592.22_959.8385m/z",1.5366,0.61977
"328.03_773.533m/z",0.65088,-0.61953
"412.33_895.6261m/z",0.65092,-0.61944
"334.88_115.9202m/z",0.65097,-0.61934
"419.41_387.7733m/z",1.5351,0.61832
"111.99_674.3045m/z",0.65145,-0.61827
"381.3_802.5952m/z",0.65145,-0.61827
"81.87_438.2159m/z",0.65156,-0.61803
"412.11_894.6228m/z",0.65161,-0.61793
"437.54_417.369m/z",1.5342,0.61748
"341.72_976.5072m/z",0.65188,-0.61733
"111.99_541.3337m/z",0.652,-0.61705
"478.38_1257.521m/z",0.652,-0.61705
"458.99_859.6795m/z",0.65205,-0.61695
"H2A1",0.65213,-0.61676
"675.94_604.5389m/z",1.5333,0.61664
"49.37_312.1591m/z",1.5328,0.61621
"269.75_549.4518m/z",0.65239,-0.61619
"589.94_965.7069m/z",1.5324,0.61577
"396.36_716.5228m/z",0.65261,-0.61571
"317.31_836.5372m/z",0.65278,-0.61534
"591.77_667.5422m/z",0.65289,-0.61508
"469.48_488.3502m/z",0.65296,-0.61493
"160.47_479.3191m/z",0.65297,-0.61491
"144.73_740.2917m/z",0.65298,-0.6149
"329.17_1005.5073m/z",0.65307,-0.61469
"111.99_1283.5858m/z",0.6533,-0.61418
"496.28_100.933m/z",0.65333,-0.61411
"405.72_766.5386m/z",0.6534,-0.61396
"305.22_392.3437m/z",1.5304,0.61388
"143.81_491.3703m/z",0.65345,-0.61385
"378.57_947.5267m/z",0.65355,-0.61364
"49.37_311.1522m/z",1.5301,0.6136
"379.02_828.578m/z",0.6537,-0.61329
"PA(16:0/18:2)",0.65372,-0.61325
"PE(16:0/18:1)",0.65379,-0.61311
"406.86_840.5182m/z",0.65392,-0.61281
"PI(34:2)",0.65404,-0.61255
"ABA1",0.65408,-0.61246
"356.1_768.5451m/z",0.65432,-0.61193
"HDPL",0.65437,-0.61182
"599.07_811.6794m/z",1.528,0.61168
"144.73_508.3406m/z",0.65445,-0.61164
"378.34_807.6383m/z",0.65455,-0.61143
"409.37_810.6028m/z",0.65463,-0.61126
"373.32_568.3408m/z",1.5269,0.61062
"NAPE(O-18:1/18:1/16:0) and/or NAPE(P-18:0/18:1/16:0)",0.65495,-0.61054
"111.99_712.2602m/z",0.65507,-0.61028
"111.99_594.307m/z",0.65514,-0.61013
"111.99_593.3047m/z",0.65538,-0.60959
"480.44_449.3312m/z",1.5254,0.60919
"346.74_1536.1592m/z",1.5251,0.60894
"81.87_413.209m/z",0.65592,-0.6084
"CE(20:3)",0.65594,-0.60836
"PE(18:1/18:2)",0.65617,-0.60786
"144.73_838.2686m/z",0.65636,-0.60744
"588.8_798.667m/z",1.5233,0.60721
"L3TG",0.65656,-0.607
"72.06_640.1599m/z",1.523,0.60687
"289.82_854.4905m/z",0.6567,-0.6067
"409.83_850.5786m/z",0.65678,-0.60652
"111.99_540.3303m/z",0.65688,-0.60629
"341.72_879.5342m/z",0.65693,-0.60619
"606.48_919.6339m/z",1.522,0.606
"Creatinine",0.65707,-0.60587
"144.73_622.339m/z",0.65713,-0.60575
"344.69_914.5777m/z",0.65745,-0.60505
"TG(54:7)_1",1.5209,0.60489
"480.66_449.8357m/z",1.5207,0.60476
"Threonine",0.65763,-0.60464
"72.06_582.2452m/z",1.5199,0.60397
"352.91_399.7839m/z",1.5196,0.60372
"220.81_435.3477m/z",0.65851,-0.60272
"426.13_624.5566m/z",0.65857,-0.60259
"606.7_801.6863m/z",1.5182,0.60235
"364.19_866.5909m/z",0.65897,-0.60171
"111.08_270.6577m/z",0.65901,-0.60163
"354.96_881.5395m/z",0.6591,-0.60143
"393.85_748.5281m/z",0.65916,-0.6013
"396.36_717.5261m/z",0.65917,-0.60128
"177.81_507.3135m/z",0.6593,-0.601
"PE(O-18:2/20:4)  and/or PE(P-18:1/20:4)",0.65946,-0.60063
"591.77_665.5284m/z",0.65948,-0.60059
"447.58_848.6541m/z",1.5155,0.5998
"648.23_958.7957m/z",1.5154,0.59974
"317.54_835.5335m/z",0.65988,-0.59972
"453.51_448.3247m/z",1.5151,0.59944
"667.73_939.7815m/z",1.5149,0.59924
"176.9_158.9749m/z",0.66043,-0.59852
"356.53_1600.1409m/z",0.6605,-0.59837
"583.1_817.7119m/z",1.5139,0.59824
"316.86_838.5456m/z",0.66069,-0.59796
"329.17_724.4999m/z",0.66069,-0.59795
"174.39_277.2166m/z",0.6609,-0.5975
"100.36_527.3358m/z",0.6609,-0.59749
"111.99_592.3016m/z",0.66108,-0.59709
"412.56_897.6362m/z",0.66124,-0.59676
"641.61_523.4724m/z",1.5123,0.59672
"371.04_921.6159m/z",1.5122,0.5967
"480.89_902.7017m/z",1.5122,0.59667
"356.56_1598.1343m/z",0.66134,-0.59654
"288.91_833.5179m/z",0.66141,-0.59638
"588.8_936.7294m/z",0.66145,-0.5963
"478.38_475.3379m/z",0.66169,-0.59577
"418.27_874.6603m/z",1.5112,0.59568
"409.83_1074.5151m/z",0.6618,-0.59554
"H2FC",0.66186,-0.5954
"176.44_487.2864m/z",0.6625,-0.59402
"329.17_1006.5108m/z",0.6625,-0.59401
"111.99_811.2406m/z",0.66262,-0.59375
"356.1_840.5753m/z",0.66262,-0.59374
"72.06_599.2467m/z",1.5088,0.59337
"L1PN",0.66299,-0.59294
"L1AB",0.66305,-0.5928
"183.62_505.3318m/z",0.6631,-0.59271
"405.03_406.2893m/z",1.5078,0.59243
"387.01_1578.1656m/z",0.66336,-0.59214
"368.76_770.5603m/z",0.6634,-0.59206
"666.14_590.56m/z",1.5068,0.59153
"144.73_568.3617m/z",0.66377,-0.59125
"176.44_331.2637m/z",0.66382,-0.59114
"417.13_829.6166m/z",0.66395,-0.59085
"368.98_845.5991m/z",0.66404,-0.59066
"396.59_871.6151m/z",0.66429,-0.59011
"Docosatetraenoic acid FA(22:4)",0.66433,-0.59004
"563.25_797.6874m/z",1.5051,0.58986
"163.66_403.3537m/z",1.5048,0.58962
"329.17_822.4762m/z",0.66462,-0.5894
"674.8_631.5668m/z",1.5045,0.58932
"378.11_776.593m/z",0.66467,-0.58928
"368.75_1099.484m/z",0.66469,-0.58924
"470.4_100.933m/z",0.66494,-0.5887
"496.28_1151.5776m/z",0.66515,-0.58826
"L6TG",0.66528,-0.58797
"496.28_1391.4951m/z",0.66536,-0.58779
"LPC(0:0/20:3)",0.66544,-0.58763
"453.51_449.8335m/z",1.5027,0.58753
"660.78_905.1951m/z",1.5027,0.58752
"392.26_879.6044m/z",0.66553,-0.58742
"590.86_360.2805m/z",0.66558,-0.58732
"380.62_864.5517m/z",0.66565,-0.58715
"616.06_650.5231m/z",1.5021,0.58698
"393.85_749.5312m/z",0.66574,-0.58697
"590.17_520.4446m/z",1.5017,0.58656
"437.31_416.3655m/z",1.501,0.58592
"378.57_808.6587m/z",0.66632,-0.58572
"PA(16:0/18:1)",0.66632,-0.5857
"421.23_409.1448m/z",0.66641,-0.58552
"173.47_649.5134m/z",0.6665,-0.58532
"383.13_850.596m/z",0.66666,-0.58498
"364.65_724.5277m/z",1.4995,0.58452
"381.53_768.8026m/z",0.6669,-0.58446
"642.3_383.3676m/z",1.4994,0.58437
"327.35_801.5463m/z",0.66711,-0.58401
"144.73_621.3362m/z",0.66728,-0.58364
"301.92_1037.4374m/z",0.6675,-0.58316
"496.28_1032.6228m/z",0.66755,-0.58304
"380.62_962.5282m/z",0.66779,-0.58252
"588.8_859.6595m/z",0.66799,-0.58211
"327.58_853.5193m/z",0.6681,-0.58186
"327.58_740.5227m/z",0.66827,-0.5815
"376.28_750.5429m/z",0.66841,-0.58119
"261.53_431.3839m/z",0.66846,-0.58108
"133.55_585.3774m/z",0.66854,-0.58092
"397.05_1693.1558m/z",0.66865,-0.58068
"Citric acid",0.66871,-0.58054
"420.32_530.2635m/z",0.66878,-0.58039
"368.98_769.5575m/z",0.6688,-0.58036
"344.24_414.779m/z",0.66887,-0.58021
"618.11_535.4726m/z",1.495,0.58013
"480.66_904.7078m/z",1.4949,0.58002
"442.1_437.1761m/z",0.66911,-0.57969
"356.33_1735.0681m/z",0.66923,-0.57943
"648.69_838.7875m/z",1.4933,0.57848
"380.62_826.5961m/z",0.66969,-0.57844
"480.89_903.705m/z",1.4932,0.57836
"123.74_284.6734m/z",0.66981,-0.57818
"111.08_271.6654m/z",0.66986,-0.57807
"396.82_868.6065m/z",0.66989,-0.578
"418.27_640.5045m/z",0.66992,-0.57794
"605.34_996.8026m/z",1.4921,0.57739
"H2A2",0.67018,-0.57739
"LPI(0:0/18:2)",0.67024,-0.57724
"111.99_557.3526m/z",0.67029,-0.57714
"409.83_955.5629m/z",0.67053,-0.57663
"400.47_776.5797m/z",0.67075,-0.57614
"72.06_586.2733m/z",1.4907,0.57598
"111.99_554.3458m/z",0.67096,-0.57569
"182.94_503.3198m/z",0.67097,-0.57569
"394.31_846.5043m/z",0.67104,-0.57552
"269.75_486.2748m/z",0.67112,-0.57536
"83.01_620.2948m/z",0.67115,-0.57529
"Tetracosatetraenoic acid FA(24:4)",0.67126,-0.57505
"408.68_1586.2144m/z",0.67127,-0.57504
"356.56_793.5396m/z",0.67129,-0.57499
"397.73_1620.2005m/z",0.67136,-0.57485
"368.75_1000.5048m/z",0.67138,-0.57479
"368.75_880.5467m/z",0.67143,-0.5747
"144.73_620.3329m/z",0.67184,-0.57381
"346.74_1535.1569m/z",1.4884,0.57374
"144.73_583.3805m/z",0.6719,-0.57368
"582.87_896.7621m/z",1.488,0.57341
"666.36_892.8346m/z",1.488,0.57339
"605.11_360.2805m/z",0.67205,-0.57337
"591.08_522.4599m/z",1.4879,0.57325
"128.76_544.34m/z",0.67214,-0.57316
"328.95_1770.0863m/z",0.67244,-0.57253
"PC(18:0/20:3)",0.6726,-0.57217
"144.73_584.3831m/z",0.67264,-0.57209
"430.24_1028.5916m/z",0.67271,-0.57195
"387.23_1617.1249m/z",0.67315,-0.571
"151.57_480.2878m/z",0.67325,-0.57079
"343.32_778.584m/z",1.4852,0.57065
"315.03_812.5441m/z",0.67347,-0.57031
"328.95_1775.1123m/z",0.67354,-0.57016
"H3CH",0.67359,-0.57006
"605.34_644.55m/z",0.67363,-0.56996
"L1PL",0.67369,-0.56985
"409.6_1558.2177m/z",0.67383,-0.56955
"651.88_397.3833m/z",1.4835,0.56904
"570.55_811.6329m/z",1.4834,0.56894
"111.99_930.1953m/z",0.67428,-0.56859
"129.67_489.3558m/z",0.67437,-0.56838
"111.99_556.3517m/z",0.67444,-0.56823
"352.68_400.2876m/z",1.4826,0.5681
"176.44_422.3182m/z",0.67455,-0.568
"483.63_525.4626m/z",1.4824,0.56797
"394.77_100.933m/z",0.67463,-0.56782
"422.37_418.808m/z",0.67466,-0.56777
"378.57_775.5954m/z",0.67469,-0.5677
"PE(20:1/20:4)",0.67472,-0.56763
"412.79_421.8061m/z",1.4819,0.56747
"77.08_293.1785m/z",0.67484,-0.56739
"131.95_591.437m/z",0.67503,-0.56697
"409.83_631.558m/z",0.67506,-0.56692
"426.36_365.2178m/z",0.67531,-0.56639
"144.73_582.3772m/z",0.67531,-0.56638
"648.92_844.7466m/z",1.4801,0.56567
"409.6_812.6178m/z",0.67571,-0.56552
"429.55_872.6421m/z",0.67577,-0.5654
"409.6_814.6245m/z",0.67577,-0.5654
"689.41_992.8721m/z",1.4797,0.56534
"586.06_788.6344m/z",1.4797,0.56533
"397.05_1692.1518m/z",0.67581,-0.56532
"419.86_743.6067m/z",0.67587,-0.56518
"270.43_531.441m/z",0.67587,-0.56517
"437.77_415.3576m/z",1.4795,0.56511
"409.6_813.6214m/z",0.67591,-0.56509
"354.73_889.5718m/z",0.67597,-0.56496
"H3PL",0.67604,-0.56482
"453.74_901.6893m/z",1.4789,0.56451
"317.31_834.5214m/z",0.6762,-0.56448
"111.99_555.3492m/z",0.67622,-0.56443
"111.08_273.172m/z",0.67624,-0.56439
"329.18_1561.1082m/z",0.6763,-0.56427
"182.94_504.3235m/z",0.67639,-0.56407
"73.89_595.2883m/z",0.67646,-0.56393
"355.87_852.5753m/z",0.67648,-0.56388
"HDFC",0.67652,-0.5638
"261.53_429.3731m/z",0.67657,-0.56369
"192.98_515.3725m/z",0.67685,-0.56308
"111.31_271.1612m/z",0.67708,-0.56261
"L3FC",0.67726,-0.56221
"483.63_524.459m/z",1.4761,0.56182
"377.2_795.58m/z",0.67748,-0.56175
"570.55_416.3646m/z",1.4754,0.56112
"366.7_100.933m/z",0.6781,-0.56044
"327.35_852.5157m/z",0.67812,-0.56038
"364.19_867.5944m/z",0.67813,-0.56036
"TPA1",0.67813,-0.56036
"TG(53:1)",1.474,0.55974
"249.9_396.3351m/z",1.4738,0.55953
"470.39_912.6635m/z",0.67885,-0.55883
"453.74_900.6852m/z",1.4729,0.55865
"111.08_562.3511m/z",0.67898,-0.55855
"496.06_488.3504m/z",0.67905,-0.55841
"365.79_714.5073m/z",0.67905,-0.55841
"396.36_814.5m/z",0.67918,-0.55813
"329.18_884.5371m/z",0.67922,-0.55806
"576.48_866.7233m/z",1.4715,0.5573
"496.28_1031.6196m/z",0.67964,-0.55715
"328.72_134.8647m/z",0.67976,-0.5569
"382.9_851.5993m/z",0.67979,-0.55684
"396.82_856.5986m/z",0.6799,-0.55661
"422.37_418.3058m/z",0.68013,-0.55611
"278.87_793.4502m/z",0.68023,-0.5559
"288.68_830.4903m/z",0.6803,-0.55576
"356.56_794.5313m/z",0.68042,-0.55551
"176.44_486.2797m/z",0.68044,-0.55546
"301.92_1016.4592m/z",0.68048,-0.55538
"591.77_668.5483m/z",0.68062,-0.55507
"120.66_836.2529m/z",0.68081,-0.55468
"447.58_876.6766m/z",1.4686,0.55445
"111.99_692.2836m/z",0.68093,-0.55442
"72.06_637.1596m/z",1.4681,0.55396
"311.84_385.2645m/z",1.4671,0.55299
"365.79_715.5106m/z",0.68187,-0.55242
"462.41_782.6516m/z",1.4664,0.55228
"440.73_909.6453m/z",0.68196,-0.55225
"176.21_445.3319m/z",0.68198,-0.55219
"270.2_579.4374m/z",0.68202,-0.55212
"377.88_868.6045m/z",0.68213,-0.55189
"618.57_971.7394m/z",1.466,0.55184
"563.25_796.6856m/z",1.4659,0.55177
"HDA1",0.68234,-0.55144
"365.56_812.4845m/z",0.68243,-0.55125
"HDTG",0.68259,-0.55091
"654.39_938.7702m/z",1.4649,0.55079
"328.95_867.5375m/z",0.68271,-0.55066
"111.99_636.3489m/z",0.68272,-0.55063
"662.6_890.8196m/z",1.4644,0.55034
"128.75_301.2167m/z",0.68288,-0.5503
"346.74_1616.1504m/z",1.4643,0.55016
"588.69_935.7241m/z",0.68303,-0.54999
"422.37_860.6162m/z",0.68323,-0.54955
"345.6_825.5522m/z",0.68334,-0.54932
"Tyrosine",0.68341,-0.54918
"634.08_538.4918m/z",1.4632,0.54916
"176.9_363.2511m/z",0.68364,-0.54869
"623.13_801.6954m/z",1.4627,0.54859
"653.25_618.5545m/z",1.4626,0.54857
"335.11_116.9274m/z",0.68375,-0.54845
"364.19_906.5544m/z",0.68378,-0.54841
"578.08_957.8231m/z",1.4621,0.54803
"387.01_722.5123m/z",0.68415,-0.54762
"388.6_653.4096m/z",0.68434,-0.54721
"PE(O-16:1/20:4) and/or PE(P-16:0/20:4)",0.68443,-0.54703
"81.65_445.1985m/z",0.68451,-0.54686
"666.36_893.8371m/z",1.4606,0.54653
"469.71_1127.5799m/z",0.68476,-0.54634
"570.32_791.6959m/z",1.4603,0.54622
"648.23_953.8374m/z",1.4602,0.54618
"623.13_802.6986m/z",1.4601,0.54602
"666.36_898.7914m/z",1.4598,0.54575
"328.95_1771.0903m/z",0.68509,-0.54564
"120.66_620.323m/z",0.68522,-0.54537
"456.25_423.1605m/z",0.68526,-0.54528
"305.22_390.33m/z",1.4591,0.5451
"453.51_449.3305m/z",1.459,0.54497
"111.99_325.1836m/z",0.68554,-0.54469
"624.73_937.8058m/z",1.4587,0.54467
"111.08_563.3546m/z",0.68574,-0.54427
"231.54_693.4702m/z",1.4581,0.54407
"321.42_664.5281m/z",1.4581,0.54406
"77.08_391.1552m/z",0.68591,-0.5439
"387.23_806.5822m/z",0.68612,-0.54347
"412.56_896.6316m/z",0.68617,-0.54336
"496.06_489.3537m/z",0.68627,-0.54314
"111.08_660.3278m/z",0.68632,-0.54304
"426.59_850.5264m/z",0.68641,-0.54285
"584.01_363.3051m/z",0.6865,-0.54267
"334.65_158.9749m/z",0.68656,-0.54255
"583.78_830.7237m/z",1.4563,0.54233
"123.73_285.1767m/z",0.68679,-0.54207
"418.27_405.2983m/z",0.68685,-0.54193
"462.64_538.4459m/z",0.68697,-0.54168
"634.08_537.4883m/z",1.4556,0.5416
"LPI(18:2/0:0)",0.68711,-0.54138
"278.87_791.4462m/z",0.68718,-0.54124
