"","Fold Change","log2(FC)"
"622.45_590.5233m/z",1.1689,0.22514
"369.67_1585.1676m/z",0.85556,-0.22505
"112.68_104.1075m/z",0.85559,-0.22501
"581.5_871.7491m/z",1.1686,0.22478
"426.36_548.5408m/z",0.85584,-0.22458
"395.22_651.5361m/z",1.1683,0.22445
"49.59_1115.7704m/z",0.85592,-0.22445
"430.92_600.5125m/z",0.85596,-0.22439
"V3TG",0.85596,-0.22439
"206.67_547.4345m/z",0.85602,-0.22428
"386.55_834.8239m/z",1.1681,0.22418
"620.85_884.6877m/z",0.85612,-0.22412
"448.72_883.6876m/z",0.85615,-0.22406
"123.05_519.402m/z",0.85616,-0.22405
"458.76_852.6754m/z",1.168,0.224
"351.08_656.569m/z",0.8562,-0.22399
"98.53_1141.8234m/z",0.85621,-0.22397
"325.75_394.2594m/z",1.1679,0.2239
"372.18_850.5999m/z",0.85625,-0.2239
"409.82_842.5659m/z",0.85639,-0.22366
"657.59_854.8089m/z",1.1677,0.22361
"336.71_874.5524m/z",0.85654,-0.22341
"321.19_536.5037m/z",1.1675,0.22338
"365.79_791.5788m/z",1.1674,0.22335
"357.01_1564.1378m/z",0.85657,-0.22335
"328.49_825.5456m/z",0.85659,-0.22332
"448.49_864.6486m/z",1.1674,0.2233
"471.54_847.6888m/z",0.8567,-0.22315
"164.81_466.3296m/z",0.8567,-0.22314
"341.73_779.5444m/z",0.85673,-0.22308
"609.22_901.7276m/z",0.85676,-0.22303
"Acetone",1.167,0.22278
"507.24_445.3784m/z",1.1669,0.22274
"315.72_375.7558m/z",0.85697,-0.22269
"608.99_825.6958m/z",1.1669,0.22269
"675.95_960.8893m/z",1.1669,0.22269
"401.16_750.5451m/z",1.1668,0.2225
"581.73_844.7304m/z",1.1667,0.22249
"688.27_934.8816m/z",1.1667,0.2224
"500.17_599.5953m/z",1.1666,0.22226
"305.22_408.3369m/z",1.1665,0.22224
"589.71_869.7429m/z",0.85728,-0.22217
"PC(18:1/22:6)",1.1665,0.22215
"407.32_739.5473m/z",1.1664,0.22202
"375.37_696.5792m/z",1.1663,0.22193
"270.2_575.4673m/z",0.85764,-0.22156
"444.61_904.631m/z",0.85766,-0.22153
"465.38_576.5718m/z",0.85775,-0.22137
"386.78_255.2323m/z",0.85779,-0.2213
"296.44_680.5145m/z",1.1658,0.22129
"133.32_520.4102m/z",0.85786,-0.22119
"356.33_1617.1654m/z",0.85789,-0.22114
"353.59_680.5455m/z",0.85792,-0.22108
"96.71_582.3195m/z",1.1656,0.22106
"660.78_912.8002m/z",1.1655,0.22101
"386.32_539.3254m/z",0.85803,-0.22091
"126.24_481.3476m/z",0.85803,-0.22089
"563.93_967.76m/z",0.85804,-0.22088
"659.18_1123.6911m/z",1.1653,0.22072
"498.11_810.6804m/z",1.1653,0.22068
"72.52_822.071m/z",0.85823,-0.22057
"546.13_297.2792m/z",0.85829,-0.22046
"637.96_968.9119m/z",0.85833,-0.22039
"112.68_497.3436m/z",0.85835,-0.22036
"417.81_866.5601m/z",0.8584,-0.22028
"269.75_326.1868m/z",0.85843,-0.22022
"319.14_701.5594m/z",0.85861,-0.21993
"220.58_395.3662m/z",1.1646,0.2198
"62.71_720.0028m/z",0.85875,-0.2197
"453.06_804.5908m/z",1.1645,0.21969
"151.34_567.386m/z",0.85877,-0.21966
"316.17_360.733m/z",0.85879,-0.21962
"150.43_457.245m/z",0.85881,-0.21959
"385.53_536.5042m/z",0.85883,-0.21956
"L2CH",0.85883,-0.21956
"583.1_918.756m/z",1.1643,0.21952
"SulfoHexCer(d18:1/24:1)",0.85888,-0.21946
"90.77_608.2964m/z",0.859,-0.21928
"294.85_494.4844m/z",1.1641,0.21924
"492.64_875.6733m/z",1.1639,0.21901
"222.87_476.3662m/z",0.85921,-0.21892
"401.15_804.6297m/z",0.85923,-0.21889
"442.33_782.662m/z",1.1638,0.21882
"357.24_1544.1508m/z",0.85928,-0.2188
"634.77_550.4918m/z",1.1637,0.21877
"383.13_775.551m/z",1.1637,0.21874
"510.89_907.7373m/z",0.85934,-0.2187
"482.72_640.6229m/z",1.1637,0.21869
"491.95_436.3244m/z",1.1636,0.21862
"348.11_735.5638m/z",0.85942,-0.21856
"416.22_265.2544m/z",1.1635,0.21852
"307.27_710.5934m/z",0.8595,-0.21843
"73.89_615.2562m/z",0.85952,-0.2184
"634.31_978.8453m/z",1.1634,0.21837
"Cer(d18:1/20:0)",0.85954,-0.21836
"252.41_595.4936m/z",1.1634,0.21833
"439.37_755.5792m/z",0.85957,-0.21831
"69.78_171.1384m/z",0.85958,-0.21829
"459.67_1602.356m/z",0.85965,-0.21818
"442.1_409.1448m/z",0.85966,-0.21817
"321.19_418.3713m/z",1.1633,0.21817
"346.52_566.9375m/z",0.85966,-0.21817
"345.6_852.5693m/z",0.85969,-0.21812
"444.16_805.6767m/z",1.1632,0.21808
"508.38_830.7173m/z",1.1631,0.21798
"304.99_407.3318m/z",1.163,0.21781
"145.41_104.1075m/z",0.8599,-0.21776
"SulfoHexCer(d18:2/24:1)",0.85991,-0.21775
"133.55_384.3348m/z",0.85993,-0.2177
"637.74_893.8565m/z",0.85994,-0.21769
"V2PL",0.85995,-0.21768
"99.44_812.2553m/z",0.8601,-0.21742
"346.74_948.5131m/z",1.1626,0.21738
"367.16_438.3045m/z",1.1626,0.21737
"TG(56:8)",0.86014,-0.21735
"366.02_1575.1605m/z",1.1625,0.21724
"232.91_652.5323m/z",1.1624,0.21709
"444.16_806.677m/z",1.1624,0.21707
"404.12_395.785m/z",0.86038,-0.21696
"369.9_1059.4439m/z",0.86038,-0.21696
"PC(O-16:1/22:6) and/or PC(P-16:0/22:6)",1.1622,0.21683
"321.19_417.3679m/z",1.1622,0.21683
"388.15_760.7967m/z",0.86046,-0.21682
"389.75_771.6107m/z",1.1622,0.21682
"333.28_401.267m/z",0.86051,-0.21673
"636.82_589.5198m/z",1.1621,0.21669
"353.36_756.6132m/z",0.86058,-0.21663
"354.73_624.5081m/z",1.162,0.2166
"Anhydrolutein I",1.1619,0.21654
"126.24_494.3242m/z",0.86068,-0.21644
"446.9_773.6532m/z",1.1619,0.21643
"397.96_1612.1925m/z",0.86074,-0.21635
"652.34_894.8573m/z",1.1617,0.21622
"379.25_553.4371m/z",1.1617,0.2162
"441.88_783.638m/z",0.86085,-0.21616
"126.02_478.3293m/z",0.86086,-0.21615
"608.99_918.7081m/z",0.86086,-0.21614
"517.51_604.6018m/z",1.1615,0.21605
"507.92_791.6583m/z",0.86094,-0.21602
"572.83_661.5515m/z",1.1614,0.21589
"72.06_611.2148m/z",0.86104,-0.21584
"390.2_890.6249m/z",0.86109,-0.21577
"363.74_693.5633m/z",1.1613,0.21577
"470.4_603.0336m/z",1.1613,0.21569
"316.17_747.5376m/z",0.86115,-0.21566
"661.01_929.7717m/z",1.1612,0.21564
"643.9_978.8511m/z",1.1611,0.21552
"491.95_435.8209m/z",1.1611,0.21547
"595.87_996.8056m/z",1.1611,0.21547
"Hexadecenoylcarnitine CAR(16:1)_2",1.1611,0.21546
"74.34_799.5567m/z",0.86128,-0.21545
"427.27_892.6424m/z",0.86129,-0.21543
"Dodecenoylcarnitine CAR(12:1)_2",1.1609,0.2153
"383.13_707.5791m/z",1.1608,0.21513
"499.94_612.6055m/z",0.86152,-0.21504
"96.25_449.3459m/z",0.86163,-0.21487
"334.43_543.4154m/z",0.86163,-0.21487
"73.89_619.2838m/z",0.86168,-0.21477
"353.59_681.5513m/z",0.86188,-0.21445
"307.27_549.5438m/z",0.86192,-0.21438
"388.15_760.9173m/z",0.86193,-0.21436
"63.62_723.4868m/z",0.86196,-0.21431
"186.36_535.3984m/z",0.86203,-0.21419
"637.96_891.8128m/z",1.16,0.21415
"321.19_416.3639m/z",1.16,0.21414
"321.19_434.3715m/z",1.1598,0.21383
"70.69_727.0106m/z",0.86236,-0.21363
"323.93_830.5712m/z",1.1596,0.21358
"599.52_551.5033m/z",1.1595,0.21351
"676.18_980.8152m/z",1.1595,0.21351
"112.68_499.3497m/z",0.86259,-0.21325
"428.42_1603.2534m/z",0.86266,-0.21314
"69.1_749.0237m/z",0.86267,-0.21312
"363.74_692.5597m/z",1.1591,0.21305
"321.19_415.3575m/z",1.1591,0.21302
"72.75_704.9974m/z",0.86276,-0.21298
"450.77_858.6777m/z",0.86277,-0.21295
"461.27_884.7299m/z",1.159,0.21292
"112.68_496.3402m/z",0.86282,-0.21287
"541.23_635.6516m/z",1.1589,0.21279
"421.23_423.1605m/z",0.86289,-0.21276
"318.0_723.5915m/z",1.1589,0.21276
"656.44_934.8683m/z",0.86291,-0.21272
"627.24_935.73m/z",0.86306,-0.21247
"96.71_567.3278m/z",1.1585,0.21232
"269.97_673.5276m/z",1.1585,0.21224
"599.98_576.5073m/z",1.1584,0.21218
"387.24_1597.1946m/z",1.1583,0.21197
"632.71_887.7904m/z",1.1582,0.21189
"357.01_1570.1614m/z",0.86343,-0.21185
"198.0_516.3786m/z",0.86352,-0.21169
"627.24_929.7592m/z",0.86353,-0.21168
"624.73_921.724m/z",0.86357,-0.21161
"441.87_859.6812m/z",0.86365,-0.21148
"373.55_766.5498m/z",0.86366,-0.21146
"387.24_1616.1674m/z",1.1578,0.21135
"597.93_972.7964m/z",1.1577,0.2112
"270.2_576.4708m/z",0.86389,-0.21107
"LPC(16:0/0:0)",0.86396,-0.21096
"85.3_784.5511m/z",0.86398,-0.21094
"415.53_733.5927m/z",1.1572,0.21069
"64.53_913.6076m/z",0.86413,-0.21069
"71.15_396.3112m/z",1.1572,0.2106
"403.66_664.5026m/z",0.86421,-0.21055
"59.18_1042.7359m/z",0.86427,-0.21044
"52.56_639.9479m/z",0.86442,-0.21019
"340.59_698.5575m/z",1.1568,0.21018
"647.32_631.5648m/z",1.1568,0.21017
"379.02_750.6091m/z",1.1568,0.21013
"442.56_617.6062m/z",1.1567,0.21005
"350.4_383.7713m/z",0.86452,-0.21003
"402.07_403.3118m/z",1.1567,0.21003
"625.64_822.6364m/z",1.1566,0.20992
"625.41_830.7213m/z",1.1566,0.20985
"316.63_544.5089m/z",1.1565,0.2098
"663.06_961.822m/z",1.1565,0.2098
"573.17_837.6481m/z",1.1563,0.20955
"360.21_858.6036m/z",0.86488,-0.20943
"657.59_859.7675m/z",1.1562,0.20942
"507.92_832.6658m/z",0.86497,-0.20927
"385.41_932.5698m/z",0.86499,-0.20924
"390.89_611.5391m/z",0.865,-0.20923
"409.37_770.6046m/z",0.865,-0.20922
"458.99_1629.3702m/z",0.865,-0.20922
"PC(O-16:0/14:0)",1.156,0.20911
"517.05_658.612m/z",1.1559,0.20905
"342.41_390.2746m/z",0.86518,-0.20894
"636.82_590.5233m/z",1.1557,0.20882
"660.78_889.8145m/z",1.1557,0.20882
"392.94_735.6277m/z",1.1557,0.20875
"632.03_605.5442m/z",1.1556,0.20866
"424.31_824.6453m/z",1.1555,0.20851
"LPC(0:0/22:5)_1",0.86549,-0.20841
"663.06_962.8251m/z",1.1554,0.20839
"325.75_806.5704m/z",0.86551,-0.20838
"424.77_813.622m/z",0.86551,-0.20838
"601.12_673.5911m/z",0.86554,-0.20832
"451.91_1117.7819m/z",1.1553,0.2083
"133.55_363.3064m/z",0.86557,-0.20828
"379.02_731.5005m/z",0.8656,-0.20824
"276.59_720.5727m/z",1.1553,0.20821
"664.54_857.745m/z",1.155,0.20793
"392.94_736.6314m/z",1.155,0.20792
"438.68_417.8314m/z",0.86581,-0.20787
"527.09_635.6516m/z",0.86583,-0.20784
"368.19_1591.1558m/z",0.86585,-0.20782
"96.71_283.6633m/z",1.1549,0.2078
"96.93_283.1614m/z",1.1549,0.20773
"105.38_586.3509m/z",0.86595,-0.20764
"469.71_393.3926m/z",0.86598,-0.2076
"624.96_930.763m/z",0.86603,-0.20752
"345.6_1022.489m/z",0.86603,-0.20751
"448.72_867.6692m/z",0.86604,-0.20749
"542.83_367.3363m/z",0.86606,-0.20746
"636.37_884.7198m/z",1.1546,0.20743
"459.67_1603.3568m/z",0.86609,-0.20742
"363.74_886.6068m/z",0.86614,-0.20733
"90.77_244.6413m/z",0.86619,-0.20725
"398.19_1572.6758m/z",1.1544,0.20718
"353.59_520.5092m/z",0.86628,-0.20709
"632.49_886.7876m/z",1.1543,0.20706
"406.17_833.6105m/z",1.1543,0.20703
"357.24_1541.8816m/z",0.86638,-0.20693
"72.29_492.3618m/z",0.86639,-0.20692
"441.87_858.6781m/z",0.86639,-0.2069
"269.97_597.4494m/z",0.86653,-0.20668
"541.23_653.6642m/z",1.154,0.20668
"108.57_528.3095m/z",0.8666,-0.20655
"50.05_837.5979m/z",0.86663,-0.20651
"471.99_790.685m/z",1.1538,0.20644
"599.52_599.5034m/z",0.86672,-0.20636
"625.41_829.7182m/z",1.1537,0.20626
"90.77_509.3071m/z",0.86679,-0.20625
"211.0_590.4514m/z",0.86681,-0.20621
"67.96_536.3885m/z",0.86687,-0.20612
"609.44_897.7752m/z",0.86699,-0.20591
"576.94_899.7417m/z",1.1534,0.2059
"596.56_953.7765m/z",0.86702,-0.20586
"399.79_1531.2097m/z",0.86703,-0.20585
"59.41_1274.8795m/z",0.86703,-0.20584
"484.88_616.6029m/z",1.1532,0.20565
"401.38_784.648m/z",1.1531,0.20553
"77.31_373.3145m/z",1.1531,0.20549
"315.94_753.5251m/z",0.86725,-0.20547
"376.97_782.5709m/z",0.86726,-0.20547
"349.94_802.5554m/z",0.8673,-0.2054
"306.59_796.5487m/z",1.1529,0.20533
"54.62_734.5078m/z",0.86738,-0.20527
"V3FC",0.86737,-0.20527
"393.62_1050.6744m/z",1.1529,0.20522
"350.17_384.2752m/z",0.86742,-0.2052
"138.34_522.356m/z",0.8675,-0.20507
"402.3_562.5529m/z",0.86756,-0.20496
"341.5_550.4174m/z",1.1526,0.20495
"330.77_830.571m/z",0.8676,-0.20489
"128.76_273.1754m/z",0.86771,-0.20471
"334.43_544.419m/z",0.86779,-0.20459
"69.1_631.9506m/z",0.86783,-0.20451
"365.33_810.5942m/z",0.86784,-0.20449
"382.45_827.6011m/z",0.86786,-0.20446
"189.78_401.3412m/z",0.86797,-0.20429
"446.67_754.5761m/z",1.1521,0.20427
"497.43_834.6361m/z",0.86802,-0.2042
"573.06_817.712m/z",1.152,0.20411
"369.9_815.5732m/z",1.152,0.20408
"401.61_889.6265m/z",0.86811,-0.20405
"184.99_576.4733m/z",0.86816,-0.20397
"321.42_719.57m/z",1.1519,0.20397
"608.99_844.6707m/z",1.1518,0.20387
"579.22_848.6862m/z",1.1518,0.20387
"660.78_1029.7485m/z",1.1517,0.2038
"Hexadecadienoylcarnitine CAR(16:2)",1.1517,0.20372
"557.09_823.6726m/z",0.86832,-0.2037
"96.25_540.3301m/z",0.86833,-0.20369
"315.71_506.4935m/z",1.1516,0.20367
"88.03_398.3267m/z",1.1516,0.20365
"149.29_484.3295m/z",0.86841,-0.20355
"342.41_389.267m/z",0.86842,-0.20354
"588.8_863.692m/z",0.8685,-0.20341
"597.47_878.7233m/z",1.1514,0.20335
"342.41_389.7716m/z",0.86855,-0.20332
"634.08_1077.9334m/z",0.86859,-0.20326
"78.91_638.9582m/z",0.86861,-0.20322
"416.22_309.3157m/z",1.1512,0.20319
"55.76_712.4929m/z",0.86866,-0.20313
"64.76_815.0632m/z",0.86866,-0.20313
"424.76_1263.8286m/z",0.8687,-0.20306
"399.56_1560.1971m/z",1.1511,0.20302
"71.61_618.0005m/z",0.86874,-0.20301
"458.99_872.653m/z",1.1511,0.203
"364.19_695.5462m/z",0.86879,-0.20292
"591.54_840.6654m/z",1.151,0.20286
"507.93_792.6715m/z",0.8689,-0.20273
"333.51_401.771m/z",0.86893,-0.20269
"346.74_1068.4688m/z",1.1508,0.20265
"336.93_1459.127m/z",0.86898,-0.20261
"404.35_876.6128m/z",1.1508,0.2026
"397.28_1568.1975m/z",1.1508,0.2026
"145.87_454.3896m/z",1.1507,0.20255
"333.74_824.5772m/z",0.86908,-0.20244
"92.37_623.4506m/z",0.86909,-0.20243
"406.86_634.541m/z",0.8691,-0.20241
"451.91_1156.7713m/z",1.1505,0.20232
"450.77_857.6748m/z",0.86921,-0.20222
"524.58_882.729m/z",0.86922,-0.2022
"126.24_286.106m/z",0.86929,-0.20209
"428.19_874.6703m/z",1.1503,0.20198
"49.59_607.4038m/z",0.86937,-0.20196
"357.24_1539.9418m/z",0.8694,-0.2019
"377.88_1507.1559m/z",0.86941,-0.20188
"676.17_964.8409m/z",1.1502,0.20187
"126.02_497.3435m/z",0.86943,-0.20186
"402.07_281.2846m/z",0.86944,-0.20184
"495.37_828.6863m/z",1.1501,0.20179
"465.38_577.5749m/z",0.86951,-0.20172
"323.93_831.5745m/z",1.15,0.20168
"185.22_522.4226m/z",0.86954,-0.20167
"69.1_825.5586m/z",0.86968,-0.20144
"346.97_810.587m/z",0.86971,-0.2014
"659.18_901.7544m/z",1.1498,0.20135
"397.28_1549.1932m/z",0.86976,-0.20131
"613.32_576.5074m/z",0.86982,-0.20121
"77.99_1070.7618m/z",0.86983,-0.2012
"Hydroxydodecanoylcarnitine CAR(12:0-OH)",1.1496,0.20119
"365.56_783.5748m/z",0.86985,-0.20116
"533.25_694.6356m/z",0.86989,-0.2011
"612.87_887.7847m/z",0.86989,-0.2011
"256.97_382.3225m/z",0.8699,-0.20109
"420.09_815.6352m/z",1.1495,0.20104
"357.24_1540.8737m/z",0.86996,-0.20099
"376.28_817.5782m/z",0.86998,-0.20094
"496.52_1077.5991m/z",0.87002,-0.20088
"96.93_392.1839m/z",1.1494,0.20084
"183.39_421.3645m/z",1.1493,0.20073
"430.01_817.6464m/z",0.87012,-0.20072
"442.56_616.6032m/z",1.1492,0.20066
"PC(16:0/20:4)_1",0.87019,-0.2006
"391.34_547.3602m/z",0.87021,-0.20056
"491.72_879.7051m/z",1.149,0.20034
"183.96_587.431m/z",0.8705,-0.20008
"416.22_267.2693m/z",1.1487,0.2
"385.64_784.5863m/z",0.87055,-0.2
"458.99_825.6594m/z",1.1486,0.19991
"283.21_445.3674m/z",0.87063,-0.19987
"597.47_872.7628m/z",1.1484,0.19969
"70.92_1434.9903m/z",0.87074,-0.19968
"509.75_624.629m/z",1.1483,0.19953
"V1FC",1.1483,0.19949
"337.16_736.4918m/z",0.87092,-0.19938
"385.64_596.5253m/z",0.871,-0.19926
"426.36_549.544m/z",0.87104,-0.19918
"350.17_384.7768m/z",0.87107,-0.19914
"390.43_888.6229m/z",0.87108,-0.19912
"638.42_911.7385m/z",1.148,0.19911
"384.73_928.7082m/z",0.87109,-0.19911
"353.82_380.2451m/z",1.148,0.19908
"383.36_874.6068m/z",0.87111,-0.19907
"397.05_1570.1894m/z",0.87115,-0.19901
"72.06_481.1808m/z",0.87122,-0.19889
"65.68_1333.9238m/z",0.87124,-0.19887
"360.44_781.6305m/z",0.87128,-0.1988
"424.77_812.6186m/z",0.87129,-0.19878
"427.05_760.6415m/z",1.1477,0.19872
"333.28_823.5695m/z",0.87137,-0.19865
"112.68_498.3463m/z",0.87142,-0.19856
"173.47_539.4288m/z",0.87144,-0.19852
"126.02_496.3401m/z",0.87146,-0.1985
"54.16_356.2801m/z",1.1474,0.19839
"376.97_783.5747m/z",0.87153,-0.19838
"296.44_625.5194m/z",0.87158,-0.1983
"379.94_861.623m/z",0.87159,-0.19828
"PI(38:6); PI(16:0/22:6)|PI(18:2/20:4)",0.87167,-0.19815
"330.77_831.5745m/z",0.87177,-0.19798
"387.24_1594.1844m/z",1.147,0.19792
"507.01_538.4454m/z",1.147,0.1979
"392.49_780.5918m/z",1.147,0.19784
"436.17_655.4887m/z",0.87197,-0.19765
"493.09_910.6888m/z",0.87202,-0.19757
"371.72_1580.1705m/z",0.87202,-0.19756
"359.52_792.5907m/z",1.1467,0.19754
"387.92_1554.1894m/z",0.8721,-0.19744
"278.65_880.5089m/z",1.1466,0.19736
"420.55_776.6338m/z",0.87216,-0.19733
"533.25_708.6505m/z",0.87217,-0.19732
"49.59_1114.768m/z",0.87222,-0.19723
"586.29_848.6853m/z",1.1464,0.1971
"500.17_598.5893m/z",1.1464,0.19707
"627.01_908.7805m/z",0.87232,-0.19707
"332.83_414.7782m/z",0.87237,-0.19699
"418.95_502.3305m/z",1.1461,0.19679
"531.65_369.3513m/z",0.87256,-0.19667
"469.71_410.3983m/z",0.87264,-0.19654
"408.68_742.574m/z",1.1459,0.19654
"54.39_938.6638m/z",0.87266,-0.19651
"138.34_526.3774m/z",0.87279,-0.1963
"470.17_602.5255m/z",1.1457,0.19617
"462.41_903.7044m/z",1.1456,0.19613
"620.17_564.5077m/z",1.1454,0.19584
"336.71_766.5378m/z",1.1453,0.19575
"315.71_507.497m/z",1.1453,0.19574
"83.93_594.9321m/z",0.8732,-0.19562
"155.22_435.262m/z",1.1452,0.19559
"205.53_381.351m/z",1.1451,0.19552
"507.24_268.7203m/z",1.1451,0.19546
"533.25_709.6541m/z",0.87337,-0.19533
"507.24_268.2186m/z",1.145,0.19533
"402.07_403.815m/z",1.145,0.1953
"126.24_480.3418m/z",0.8734,-0.19528
"541.23_652.6607m/z",1.1449,0.19523
"77.99_543.898m/z",0.87346,-0.19518
"59.18_808.5852m/z",0.87349,-0.19514
"436.17_692.5651m/z",0.8735,-0.19512
"Leucine",0.87351,-0.19511
"359.07_1550.1546m/z",1.1448,0.19507
"184.65_577.48m/z",1.1447,0.19503
"269.52_581.5127m/z",0.87358,-0.19499
"Succinic acid",1.1447,0.19497
"DG(34:2)",0.8736,-0.19495
"194.8_539.4311m/z",0.87365,-0.19488
"419.86_384.7811m/z",1.1445,0.19477
"427.05_1578.2365m/z",0.87376,-0.19469
"485.79_619.528m/z",1.1444,0.19458
"184.31_651.5297m/z",1.1444,0.19455
"379.02_731.8133m/z",0.87388,-0.19448
"133.55_554.324m/z",0.87399,-0.19431
"315.49_711.5432m/z",1.1441,0.19426
"436.4_612.4743m/z",0.87409,-0.19415
"647.54_632.5697m/z",1.144,0.19407
"354.73_762.5087m/z",0.87414,-0.19406
"437.31_814.6341m/z",0.87421,-0.19395
"342.41_396.7618m/z",0.87423,-0.19391
"470.85_584.3102m/z",0.87424,-0.1939
"525.04_881.7215m/z",0.87427,-0.19386
"624.73_919.7196m/z",0.87436,-0.19371
"400.93_862.6342m/z",0.87441,-0.19361
"337.39_489.4369m/z",0.87443,-0.19358
"104.46_906.6734m/z",0.87444,-0.19357
"457.16_752.6421m/z",1.1435,0.19348
"TG(54:7)_4",1.1435,0.19345
"171.65_637.3056m/z",1.1434,0.19334
"171.65_697.3653m/z",1.1434,0.19332
"345.83_866.5828m/z",0.8746,-0.19331
"392.71_731.6063m/z",1.1434,0.19329
"475.42_438.338m/z",0.87469,-0.19316
"608.99_919.7106m/z",0.8747,-0.19313
"319.37_907.5325m/z",0.87483,-0.19293
"508.15_827.6984m/z",1.143,0.19287
"LPC(22:5/0:0)_1",0.87488,-0.19284
"53.7_1217.8406m/z",0.87489,-0.19283
"53.47_756.519m/z",0.8749,-0.19281
"437.54_840.6474m/z",0.8749,-0.1928
"151.34_566.3823m/z",0.87494,-0.19275
"430.24_602.5083m/z",0.87494,-0.19274
"371.49_807.6481m/z",1.1429,0.19274
"656.22_928.8345m/z",1.1429,0.19266
"368.19_1595.1785m/z",0.87499,-0.19266
"341.5_552.425m/z",1.1428,0.19263
"103.55_456.226m/z",0.87503,-0.19259
"466.06_418.3359m/z",0.87508,-0.19251
"387.24_1628.2034m/z",1.1426,0.19236
"345.6_1121.4684m/z",0.87526,-0.19222
"597.47_871.7595m/z",1.1425,0.19215
"620.62_883.705m/z",1.1425,0.19215
"96.71_585.3388m/z",1.1424,0.1921
"433.43_763.6597m/z",1.1423,0.192
"608.99_828.7059m/z",1.1423,0.19197
"386.55_1546.1749m/z",0.87545,-0.1919
"311.84_788.5459m/z",1.1423,0.19189
"408.23_803.6007m/z",0.87549,-0.19184
"646.86_903.8224m/z",1.1421,0.19174
"V2TG",0.87556,-0.19173
"386.9_1544.1662m/z",0.87563,-0.19161
"TG(54:3)",1.142,0.19157
"112.68_479.3329m/z",0.8757,-0.19149
"245.11_384.3355m/z",0.87571,-0.19148
"366.02_550.4178m/z",1.1419,0.19147
"150.43_459.2577m/z",0.87573,-0.19143
"179.41_184.0748m/z",0.87578,-0.19137
"507.92_811.7027m/z",1.1418,0.19134
"430.7_811.8876m/z",0.87579,-0.19134
"299.64_857.5173m/z",0.87584,-0.19126
"116.55_423.3226m/z",0.87585,-0.19124
"579.67_893.7434m/z",1.1417,0.19118
"385.64_1645.2006m/z",0.8759,-0.19116
"280.7_882.5214m/z",0.87594,-0.19109
"397.96_1597.2044m/z",0.87594,-0.19109
"422.83_880.6428m/z",0.87601,-0.19098
"105.38_283.6655m/z",0.8761,-0.19084
"359.98_891.589m/z",0.87612,-0.1908
"597.47_970.787m/z",1.1414,0.19078
"401.84_815.6278m/z",0.87623,-0.19062
"353.36_382.2745m/z",1.1412,0.19056
"106.06_226.0847m/z",0.87628,-0.19054
"402.3_402.3053m/z",1.1412,0.1905
"326.67_866.5273m/z",0.87634,-0.19043
"51.42_392.28m/z",1.1411,0.19042
"371.95_437.1761m/z",0.87636,-0.1904
"385.41_597.5286m/z",0.87637,-0.19038
"533.25_710.6572m/z",0.87649,-0.19019
"647.09_1281.607m/z",1.1409,0.19017
"190.47_545.4152m/z",0.87655,-0.1901
"PC(O-16:0/15:0)",1.1408,0.18999
"338.3_165.0926m/z",0.87671,-0.18983
"431.15_599.5048m/z",0.87672,-0.18981
"55.53_712.995m/z",0.87672,-0.18981
"496.52_549.4224m/z",0.87673,-0.1898
"354.96_764.5252m/z",1.1405,0.18973
"PC(O-24:1/20:4) and/or PC(P-24:0/20:4)",1.1405,0.18967
"430.7_834.6551m/z",0.87686,-0.18959
"323.25_414.7767m/z",1.1404,0.18957
"48.68_1158.7941m/z",0.87687,-0.18957
"500.39_646.6138m/z",0.87692,-0.18948
"206.67_419.3517m/z",1.1402,0.18934
"420.78_759.6386m/z",0.87701,-0.18934
"319.37_820.5514m/z",1.1402,0.1893
"646.86_902.819m/z",1.1402,0.1893
"334.43_591.5353m/z",1.1402,0.18925
"462.64_902.7011m/z",1.1401,0.18915
"409.48_563.5436m/z",1.14,0.18902
"386.1_873.5584m/z",1.14,0.18898
"427.05_1549.256m/z",1.1399,0.18896
"397.51_1548.191m/z",0.87729,-0.18887
"253.09_647.5124m/z",1.1397,0.18861
"296.21_626.5226m/z",0.87752,-0.1885
"127.84_400.3316m/z",1.1395,0.18841
"48.68_417.2825m/z",0.87759,-0.18838
"72.06_508.172m/z",0.87773,-0.18814
"315.94_756.5455m/z",0.87774,-0.18813
"427.05_1577.2339m/z",0.87776,-0.1881
"506.78_818.7194m/z",1.1393,0.18809
"218.3_653.5441m/z",1.1392,0.18799
"614.24_189.1642m/z",0.87793,-0.18782
"233.59_578.4854m/z",1.139,0.18781
"397.96_1599.2104m/z",0.87795,-0.18779
"346.74_845.5314m/z",1.1389,0.18764
"315.72_757.549m/z",0.87807,-0.18759
"387.92_1522.1749m/z",0.87811,-0.18752
"65.9_558.9034m/z",0.87812,-0.18751
"362.49_553.437m/z",0.87813,-0.1875
"277.51_278.2237m/z",0.8782,-0.18738
"112.68_478.3297m/z",0.87822,-0.18734
"150.2_461.2726m/z",0.87828,-0.18724
"496.52_393.3929m/z",0.87832,-0.18718
"CE(22:6)",1.1385,0.18714
"368.53_1531.1558m/z",0.87853,-0.18683
"369.9_901.5272m/z",0.87855,-0.1868
"64.53_463.3394m/z",0.87858,-0.18676
"50.74_1070.742m/z",0.87859,-0.18673
"346.74_752.5767m/z",0.87862,-0.18669
"597.47_876.7153m/z",1.1381,0.18668
"127.84_398.3174m/z",1.1381,0.18665
"377.43_796.587m/z",0.87865,-0.18663
